Account No,total_transactions,total_spent,median_transaction,mean_transaction,business_interactions,user_interactions,most_recent_transaction
345514953.0,145,29482.76,99.99,203.32937931034482,"['LBG', 'Netflix', 'The Crown', 'Fat Face', 'Topshop', 'Tesco', 'JustEat', 'Sports Direct', 'Matalan', 'Kew House']",[969804197.0],2023-12-05
345582855.0,455,19247.35,9.98,42.301868131868126,"['LBG', 'Netflix', 'The Crown', 'Costa Coffee', 'Craftastic', 'Tesco', 'Wool', 'Starbucks', 'Topshop', 'Hobby Lobby', 'Loosely Fitted', 'Fitted Stitch', 'Lloyds Pharmacy', 'JustEat', 'Boots', 'Sainsbury Local', 'Etsy', 'Amazon', 'Matalan', 'Revella', 'Fat Face', 'Coop Local', 'Deliveroo']",[],2023-12-06
346874167.0,157,9100.43,41.66,57.964522292993635,"['PureGym', 'Xbox', 'SquareOnix', 'Blizzard', 'Netflix', 'The Works', 'Wool', 'Tesco', ""Blackwell's"", 'JustEat', 'Reebok', 'Gamestation', 'Sainsbury', 'Sports Direct', 'Mojang Studios', 'Deliveroo']",[],2023-12-01
347110339.0,196,8375.41,21.97,42.731683673469384,"['Xbox', 'Mojang Studios', 'Disney', 'PureGym', 'The Works', 'Starbucks', 'Tesco', 'Wool', ""Blackwell's"", 'Sports Direct', 'Gamestation', 'Selfridges', 'Five Senses Art', 'Deliveroo', 'The Crown', 'Boots', 'Fat Face', 'Revella', 'Topshop', 'Matalan', 'Blizzard', 'AMAZON', 'SquareOnix', 'JustEat', 'Stitch By Stitch']",[],2023-12-04
348325817.0,480,36729.17,29.985,76.51910416666666,"['Halifax', 'Grand Union BJJ', 'PureGym', 'Netflix', 'Tesco', 'The Works', 'Starbucks', 'Sports Direct', 'Five Senses Art', 'Sainsbury', 'JustEat', 'Revella', 'Fat Face', 'Brilliant Brushes', 'Deliveroo', 'Topshop', 'Matalan', 'Lloyds Pharmacy', 'Coop Local', 'Amazon', 'Fitted Stitch', 'Sainsbury Local', 'AMAZON', 'Etsy', 'Loosely Fitted', 'Selfridges', 'Coffee #1', 'Boots', ""Blackwell's""]",[],2023-12-06
348460748.0,155,7854.14,37.98,50.67187096774194,"['PureGym', 'Netflix', 'Disney', 'Tesco', ""Blackwell's"", 'Sports Direct', 'Fat Face', 'Topshop', 'Matalan', 'Loosely Fitted', 'Revella', 'Deliveroo', 'The Works', 'JustEat']",[],2023-12-02
348525881.0,216,9976.86,29.99,46.18916666666667,"['PureGym', 'Mojang Studios', 'SquareOnix', 'Disney', 'Fat Face', 'Topshop', 'The Works', 'Matalan', 'Tesco', 'Sports Direct', 'JustEat', 'Xbox', 'Blizzard', 'Gamestation', ""Blackwell's"", 'Revella']",[],2023-12-04
349107386.0,95,5028.88,15.99,52.93557894736842,"['Blizzard', 'Mojang Studios', 'Netflix', 'Disney', 'Tesco', 'Gamestation', 'The Crown', 'Amazon', 'Xbox', 'SquareOnix', 'Deliveroo']",[],2023-12-02
349614277.0,162,22919.59,42.825,141.47895061728394,"['LBG', 'Netflix', 'Blizzard', 'Mojang Studios', 'PureGym', 'Tesco', 'JustEat', 'The Works', 'Sports Direct', 'Gamestation', 'Xbox', 'Reebok', ""Blackwell's"", 'Fat Face', 'Deliveroo', 'SquareOnix', 'Loosely Fitted', 'Revella', 'Matalan', 'Topshop']",[871200314.0],2023-12-04
350921975.0,173,22184.81,63.92,128.23589595375722,"['Halifax', 'SquareOnix', 'Blizzard', 'Netflix', 'PureGym', 'Grand Union BJJ', 'The Works', 'Sports Direct', 'Tesco', 'Boots', 'CeX', 'Sainsbury', 'Amazon', 'Gamestation', 'Wool', 'Selfridges', 'Fitted Stitch', 'Topshop', 'Matalan', 'Mojang Studios', 'Xbox', 'Etsy', 'Deliveroo']",[633362865.0],2023-12-06
352291960.0,250,18827.07,60.04,75.30828,"['Disney', ""Blackwell's"", 'Tesco', 'Fitted Stitch', 'Fat Face', 'Topshop', 'Matalan', 'Loosely Fitted', 'Sports Direct', 'Revella', 'Deliveroo', 'JustEat', 'The Works', 'Sainsbury']",[516051449.0],2023-12-05
352899149.0,167,17383.86,57.93,104.09497005988024,"['Halifax', 'Netflix', 'The Works', 'Revella', 'Fat Face', 'Topshop', 'Matalan', 'Loosely Fitted', 'Sports Direct', ""Blackwell's"", 'Five Senses Art', 'Sainsbury Local', 'Deliveroo', 'Brilliant Brushes', 'Etsy', 'Amazon']",[119943495.0],2023-12-04
354894456.0,121,19717.28,18.99,162.95272727272726,"['Halifax', 'Netflix', 'PureGym', 'The Works', 'The Crown', 'Gamestation', 'Sports Direct', 'Hobby Lobby', 'Mojang Studios', 'Blizzard', 'Deliveroo', 'Coffee #1', 'Xbox', 'JustEat', 'SquareOnix', 'Fat Face', 'CeX', 'Wool']",[856147482.0],2023-12-01
355602925.0,202,8843.91,23.6,43.78173267326733,"['Blizzard', 'Xbox', 'Netflix', 'Disney', 'PureGym', 'The Works', 'Coop Local', 'Fitted Stitch', 'Boots', 'Tesco', ""Blackwell's"", 'Gamestation', 'Sports Direct', 'Mojang Studios', 'SquareOnix', 'Fat Face', 'Topshop', 'Loosely Fitted', 'Matalan', 'Amazon', 'JustEat', 'Revella', 'Deliveroo', 'Selfridges', 'AMAZON', 'Lloyds Pharmacy']",[],2023-12-05
355733816.0,239,23778.93,28.0,99.4934309623431,"['Halifax', 'Coop Local', 'The Works', 'Amazon', 'Sports Direct', 'Revella', 'Fat Face', 'Topshop', 'Etsy', 'JustEat', 'Sainsbury', 'Matalan', 'Lloyds Pharmacy', 'Sainsbury Local', 'AMAZON', 'Deliveroo', ""Blackwell's"", 'Loosely Fitted', 'Fitted Stitch', 'Tesco', 'Boots', 'Selfridges']",[678330503.0],2023-12-04
355940285.0,187,39934.01,69.98,213.55085561497327,"['LBG', 'Amazon', 'Disney', 'Mojang Studios', 'Tesco', 'The Works', 'Deliveroo', 'Gamestation', 'Etsy', 'Coop Local', 'Fat Face', 'Topshop', 'Matalan', 'SquareOnix', 'Revella', 'Wool', 'Sainsbury Local', 'Sports Direct', 'AMAZON', 'The Crown', 'Blizzard', 'Xbox', 'Boots', 'JustEat', 'Fitted Stitch']",[766941757.0],2023-12-06
357651163.0,106,20736.170000000002,15.99,195.6242452830189,"['Halifax', 'Netflix', 'Disney', 'Blizzard', 'PureGym', 'The Works', 'Craftastic', 'Starbucks', 'Fat Face', 'Coffee #1', ""Blackwell's"", 'Stitch By Stitch', 'Topshop', 'Matalan', 'Xbox', 'Mojang Studios', 'SquareOnix', 'JustEat']",[401293808.0],2023-12-01
358836279.0,168,9993.62,44.53,59.48583333333334,"['Mojang Studios', 'SquareOnix', 'PureGym', 'Tesco', ""Blackwell's"", 'Matalan', 'Stitch By Stitch', 'Fat Face', 'Wool', 'CeX', 'Sports Direct', 'Selfridges', 'Five Senses Art', 'Gamestation', 'Reebok', 'Blizzard', 'Hobby Lobby', 'JustEat', 'Xbox', 'Deliveroo']",[],2023-12-01
358846516.0,255,37836.79,41.94,148.379568627451,"['Halifax', 'Mojang Studios', 'Blizzard', 'Netflix', 'PureGym', 'Tesco', 'Starbucks', 'Gamestation', 'Reebok', 'The Works', 'Coffee #1', 'Deliveroo', 'Sports Direct', 'Xbox', 'SquareOnix', 'Amazon', 'Wool', 'JustEat', 'Topshop', 'Matalan', 'Fat Face', 'Craftastic', 'Loosely Fitted']",[909669130.0],2023-12-05
361201224.0,214,38407.78,39.33,179.4756074766355,"['Halifax', 'The Works', 'Tesco', 'Reebok', 'Deliveroo', 'Topshop', 'Matalan', 'Sports Direct', 'Selfridges', 'JustEat', 'Sainsbury Local', 'Fat Face', 'Revella', 'Lloyds Pharmacy', 'Fitted Stitch', 'Sainsbury']",[718058208.0],2023-12-03
361955473.0,165,30246.62,83.91,183.31284848484847,"['LBG', 'PureGym', 'Mojang Studios', 'SquareOnix', 'Blizzard', 'Coffee #1', 'JD Sports', 'CeX', 'Tesco', 'Sports Direct', 'Gamestation', 'Lloyds Pharmacy', 'Amazon', 'Revella', 'Fat Face', 'Xbox', 'Deliveroo', 'JustEat', 'Topshop', 'Matalan']",[709151315.0],2023-12-01
364357875.0,356,22390.68,34.57,62.895168539325844,"['Netflix', 'Amazon', 'Xbox', 'PureGym', 'The Works', 'Tesco', 'Gamestation', 'Sports Direct', 'CeX', 'JustEat', 'Fat Face', 'Deliveroo', 'Blizzard', 'Matalan', 'Topshop', 'Coop Local', 'Fitted Stitch', 'Selfridges', 'SquareOnix', 'Loosely Fitted', 'Revella', 'Mojang Studios', 'Sainsbury', ""Blackwell's"", 'AMAZON', 'Sainsbury Local', 'Lloyds Pharmacy', 'Boots', 'Etsy']",[833499132.0],2023-12-06
364396689.0,113,5685.84,33.37,50.31716814159292,"['PureGym', 'Mojang Studios', 'SquareOnix', 'Five Senses Art', 'The Crown', 'Tesco', 'Gamestation', 'Fat Face', 'Topshop', 'Matalan', 'Loosely Fitted', 'Revella', 'JustEat', 'Blizzard', 'Sports Direct', 'Xbox', 'Deliveroo']",[218795010.0],2023-12-04
365608668.0,245,20868.52,30.97,85.17763265306122,"['LBG', 'Netflix', 'PureGym', 'Grand Union BJJ', 'Blizzard', 'Mojang Studios', 'Stitch By Stitch', ""Blackwell's"", 'Tesco', 'Sports Direct', 'Sainsbury Local', 'Sainsbury', 'Five Senses Art', 'Fat Face', 'Topshop', 'Matalan', 'Loosely Fitted', 'SquareOnix', 'Wool', 'The Works', 'Xbox', 'Hobby Lobby', 'Amazon', 'Coop Local', 'AMAZON', 'Revella', 'Brilliant Brushes', 'Deliveroo', 'Fitted Stitch', 'Lloyds Pharmacy', 'Selfridges', 'JustEat', 'Etsy']",[],2023-12-04
366477356.0,171,37752.0,77.98,220.7719298245614,"['Halifax', 'Netflix', 'Disney', 'PureGym', 'Tesco', 'Sports Direct', 'The Works', 'Reebok', 'Matalan', 'Topshop', 'Deliveroo', 'Loosely Fitted', 'Fat Face', ""Blackwell's"", 'Revella', 'JustEat']",[310740977.0],2023-12-06
366550080.0,408,24648.01,25.604999999999997,60.41178921568627,"['Halifax', 'Amazon', 'Netflix', 'Kings Arms', 'Tesco', 'Matalan', 'Topshop', 'Revella', 'Coffee #1', 'A Yarn Story', 'Sainsbury', 'AMAZON', 'Coop Local', 'Sainsbury Local', 'Selfridges', 'Fitted Stitch', 'Fat Face', 'Loosely Fitted', 'Boots', 'JustEat', 'Etsy', 'Lloyds Pharmacy', 'Deliveroo']",[],2023-12-06
370521542.0,416,23887.079999999998,18.145,57.42086538461538,"['Halifax', 'Disney', 'Netflix', 'Mojang Studios', 'SquareOnix', 'PureGym', 'The Works', 'Tesco', 'Topshop', 'Fat Face', 'Brilliant Brushes', 'Sports Direct', 'Selfridges', 'Deliveroo', 'Revella', 'Five Senses Art', 'AMAZON', 'Xbox', ""Blackwell's"", 'Etsy', 'Hobby Lobby', 'Amazon', 'Loosely Fitted', 'Boots', 'Lloyds Pharmacy', 'Sainsbury', 'Matalan', 'Fitted Stitch', 'JustEat', 'Coop Local', 'Sainsbury Local', 'Blizzard']",[],2023-12-06
370757362.0,213,20126.52,33.95,94.49070422535212,"['Halifax', 'Netflix', 'PureGym', 'The Works', 'Kings Arms', 'Gamestation', 'Sainsbury', 'CeX', 'Reebok', 'Tesco', 'The Crown', 'Revella', 'Sports Direct', 'Xbox', ""Blackwell's"", 'Topshop', 'Matalan', 'JustEat', 'SquareOnix', 'Mojang Studios', 'Fat Face', 'Amazon', 'AMAZON', 'Blizzard', 'Loosely Fitted', 'Deliveroo']",[],2023-12-06
373163757.0,225,29672.75,23.99,131.8788888888889,"['LBG', 'Netflix', 'Disney', 'Tesco', 'Sainsbury Local', 'The Works', 'Hobby Lobby', 'Coop Local', 'Fat Face', ""Blackwell's"", 'Five Senses Art', 'Topshop', 'Wool', 'Amazon', 'Loosely Fitted', 'JustEat', 'Matalan', 'Etsy', 'Lloyds Pharmacy', 'AMAZON', 'Revella', 'Sainsbury', 'Brilliant Brushes', 'Boots', 'Fitted Stitch']",[508518911.0],2023-12-06
373875019.0,202,10094.69,32.585,49.973712871287134,"['PureGym', 'Netflix', 'Disney', 'Tesco', ""Blackwell's"", 'CeX', 'The Crown', 'Gamestation', 'Reebok', 'Sports Direct', 'Xbox', 'SquareOnix', 'Blizzard', 'Mojang Studios', 'JustEat', 'Revella', 'Fitted Stitch', 'Selfridges', 'Fat Face', 'Coop Local', 'Deliveroo', 'The Works', 'Topshop', 'Matalan', 'Amazon', 'Boots', 'Sainsbury Local', 'AMAZON']",[],2023-12-03
374994043.0,91,3299.7599999999998,18.99,36.2610989010989,"['Netflix', 'SquareOnix', 'Blizzard', 'Mojang Studios', 'PureGym', 'Tesco', 'JustEat', 'Xbox', 'Deliveroo']",[],2023-12-02
376271050.0,173,32637.07,40.97,188.6535838150289,"['Halifax', 'Disney', 'Coffee #1', 'Five Senses Art', 'Hobby Lobby', 'Amazon', 'Topshop', 'JustEat', 'Loosely Fitted', 'Wool', 'Boots', 'Fat Face', 'Matalan', 'Deliveroo', 'Tesco', 'Fitted Stitch']",[192202372.0],2023-12-02
380228542.0,293,23174.95,14.99,79.09539249146758,"['Halifax', 'Netflix', 'Disney', 'Xbox', 'Blizzard', 'PureGym', 'Tesco', ""Blackwell's"", 'The Crown', 'Starbucks', 'Amazon', 'Coffee #1', 'Sports Direct', 'Gamestation', 'Matalan', 'Topshop', 'Sainsbury', 'Fat Face', 'CeX', 'SquareOnix', 'Mojang Studios', 'Deliveroo', 'Revella', 'Loosely Fitted', 'Fitted Stitch', 'Lloyds Pharmacy', 'JustEat']",[721393911.0],2023-12-04
380911501.0,97,6516.79,47.24,67.18340206185567,"['Netflix', 'The Works', 'The Crown', 'Tesco', 'Fat Face', 'Topshop', 'JustEat', 'Sports Direct', 'Deliveroo']",[],2023-12-04
382862215.0,118,5638.03,18.99,47.77991525423729,"['Netflix', 'SquareOnix', 'Xbox', 'Blizzard', 'PureGym', 'Grand Union BJJ', 'The Works', 'Sports Direct', 'CeX', 'Fat Face', 'Revella', 'Mojang Studios', 'Five Senses Art', 'Tesco', 'Gamestation', 'JustEat', 'Brilliant Brushes', 'Deliveroo']",[],2023-11-30
383345285.0,127,5362.52,31.99,42.224566929133864,"['PureGym', 'Mojang Studios', 'The Works', 'Sports Direct', 'Reebok', 'Gamestation', 'Tesco', 'Topshop', 'CeX', 'Deliveroo', 'Fat Face', 'Matalan', 'Loosely Fitted', 'Revella', 'Blizzard', 'SquareOnix', 'JustEat', 'Xbox']",[],2023-11-30
383625050.0,387,27517.46,24.96,71.10454780361756,"['LBG', 'Netflix', 'Disney', 'PureGym', 'Sports Direct', 'Sainsbury', 'Tesco', 'Lloyds Pharmacy', 'Deliveroo', 'Selfridges', 'Matalan', 'Revella', 'Etsy', 'Fat Face', 'Loosely Fitted', 'Boots', 'Amazon', 'Topshop', 'Hobby Lobby', 'AMAZON', 'Five Senses Art', 'Sainsbury Local', 'Coop Local', 'JustEat', 'Fitted Stitch']",[116598243.0],2023-12-06
383833857.0,590,24356.33,16.95,41.28191525423729,"['Halifax', 'Mojang Studios', 'Blizzard', 'SquareOnix', ""Blackwell's"", 'Starbucks', 'Tesco', 'Fat Face', 'Gamestation', 'Etsy', 'Deliveroo', 'Topshop', 'Matalan', 'Coffee #1', 'JustEat', 'Boots', 'Revella', 'Fitted Stitch', 'Amazon', 'Selfridges', 'The Works', 'Lloyds Pharmacy', 'Loosely Fitted', 'Xbox', 'Coop Local', 'Sainsbury Local', 'Sainsbury', 'AMAZON']",[],2023-12-06
384497904.0,131,5637.68,28.78,43.0357251908397,"['Netflix', 'Grand Union BJJ', 'The Works', 'Wool', 'Tesco', 'Gamestation', 'The Crown', 'Hobby Lobby', 'Coffee #1', 'Sports Direct', 'CeX', 'JustEat', 'Xbox', 'Mojang Studios', 'Blizzard', 'SquareOnix', 'Deliveroo']",[],2023-12-01
385685918.0,237,28467.9,81.5,120.11772151898735,"['Halifax', 'Netflix', 'Amazon', 'PureGym', 'Tesco', 'The Crown', 'Lloyds Pharmacy', 'Revella', 'Fat Face', 'Topshop', 'Gamestation', 'JD Sports', 'Mojang Studios', 'Deliveroo', 'Sports Direct', 'Blizzard', 'Mamas & Papas', 'SquareOnix', 'Xbox', 'Reebok', 'Matalan']",[520239952.0],2023-12-01
386277162.0,216,29409.47,30.67,136.1549537037037,"['LBG', 'Netflix', 'Blizzard', 'PureGym', 'The Works', 'Gamestation', 'Reebok', 'Brilliant Brushes', 'Topshop', 'Matalan', 'Sports Direct', 'Deliveroo', ""Blackwell's"", 'Mojang Studios', 'JustEat', 'Revella', 'Fat Face', 'Five Senses Art', 'Xbox', 'SquareOnix']",[108812033.0],2023-12-06
386729293.0,207,27390.18,57.99,132.31971014492754,"['LBG', 'Netflix', 'Grand Union BJJ', 'Tesco', 'Sports Direct', 'Fitted Stitch', 'Sainsbury', 'Sainsbury Local', 'Fat Face', 'Topshop', 'Lloyds Pharmacy', 'Coop Local', 'JustEat', 'Matalan', 'Etsy', 'Selfridges', 'AMAZON', 'Amazon', 'Boots', 'Revella']","[391559884.0, 690958123.0]",2023-12-06
387957305.0,122,4590.97,18.99,37.630901639344266,"['Netflix', 'Amazon', 'PureGym', 'Tesco', 'Coffee #1', 'Craftastic', 'Reebok', 'Starbucks', 'Hobby Lobby', 'Topshop', 'Matalan', 'Sports Direct', 'Five Senses Art', 'Deliveroo']",[],2023-11-30
388862238.0,219,19011.49,25.0,86.81045662100458,"['Halifax', 'PureGym', 'Disney', 'Amazon', 'SquareOnix', 'Mojang Studios', 'The Works', 'Tesco', 'Coop Local', 'Wool', 'Five Senses Art', 'Sports Direct', 'Revella', ""Blackwell's"", 'Blizzard', 'Boots', 'Fitted Stitch', 'Etsy', 'Deliveroo', 'Loosely Fitted', 'Fat Face', 'Hobby Lobby', 'Lloyds Pharmacy', 'Matalan', 'Selfridges', 'JustEat', 'Xbox', 'Sainsbury Local', 'Topshop']",[998405607.0],2023-12-06
390747457.0,196,23120.94,31.075000000000003,117.96397959183673,"['LBG', 'Netflix', 'Amazon', 'Blizzard', 'Xbox', 'SquareOnix', 'PureGym', 'Sainsbury', 'The Works', 'The Crown', 'JD Sports', 'Tesco', 'Sports Direct', 'Five Senses Art', ""Blackwell's"", 'Brilliant Brushes', 'Gamestation', 'Topshop', 'Mojang Studios', 'Deliveroo', 'Revella', 'Fat Face', 'Matalan', 'JustEat']",[],2023-12-05
391559884.0,91,7743.66,18.99,85.09516483516484,"['PureGym', 'Netflix', 'Tesco', 'SquareOnix', 'Blizzard', 'JustEat', 'Deliveroo', 'Mojang Studios', 'Xbox', 'Sports Direct']",[],2023-11-30
391688371.0,206,16670.98,35.135000000000005,80.92708737864078,"['Blizzard', 'Xbox', 'Netflix', 'Disney', 'PureGym', 'JustEat', ""Blackwell's"", 'Tesco', 'Gamestation', 'Sports Direct', 'Etsy', 'Fat Face', 'Topshop', 'Matalan', 'SquareOnix', 'Mojang Studios', 'Amazon', 'Deliveroo', 'Fitted Stitch', 'Sainsbury', 'Five Senses Art', 'Revella', 'Loosely Fitted', 'Selfridges', 'Sainsbury Local', 'Boots']",[534097839.0],2023-12-06
392270893.0,178,9653.54,31.945,54.23337078651686,"['Netflix', 'Blizzard', 'Tesco', 'Starbucks', 'The Crown', 'Sainsbury', 'Gamestation', 'CeX', 'Fitted Stitch', 'Revella', 'AMAZON', 'Sainsbury Local', 'Xbox', 'Deliveroo', 'Etsy', 'Fat Face', 'Sports Direct', 'SquareOnix', 'Mojang Studios', 'Topshop', 'Selfridges', 'Amazon', 'Matalan', 'JustEat', 'Coop Local', 'Lloyds Pharmacy', 'Loosely Fitted']",[286484726.0],2023-12-04
392790315.0,110,6733.55,18.99,61.21409090909091,"['PureGym', 'Disney', 'Netflix', 'Blizzard', 'Mojang Studios', 'SquareOnix', 'Grand Union BJJ', ""Blackwell's"", 'Tesco', 'Sports Direct', 'Gamestation', 'Revella', 'Fat Face', 'The Works', 'Amazon', 'Topshop', 'Deliveroo', 'JustEat']",[991275024.0],2023-11-30
395284483.0,388,17020.51,7.9,43.86729381443298,"['Blizzard', 'Xbox', 'SquareOnix', 'Disney', 'Sainsbury Local', 'Coffee #1', 'Sainsbury', 'Tesco', 'The Crown', 'Fat Face', 'Gamestation', 'Mojang Studios', 'Topshop', 'Matalan', 'JustEat', 'Fitted Stitch', 'Amazon', 'Etsy', 'Deliveroo', 'Loosely Fitted', 'Boots', 'AMAZON', 'Starbucks', 'Revella', 'Coop Local']",[],2023-12-06
395654270.0,96,3771.31,18.99,39.284479166666664,"['PureGym', 'Netflix', 'Xbox', 'SquareOnix', ""Blackwell's"", 'Tesco', 'Gamestation', 'Sports Direct', 'Coop Local', 'Etsy', 'Sainsbury', 'Selfridges', 'JustEat', 'Deliveroo', 'Mojang Studios', 'Blizzard']",[811905799.0],2023-12-05
398429109.0,212,30857.43,54.455,145.55391509433963,"['Halifax', 'Netflix', 'PureGym', 'Tesco', 'The Works', 'Gamestation', 'Sports Direct', 'JustEat', 'Deliveroo', 'CeX', 'Xbox', 'SquareOnix', 'Fat Face', 'Topshop', 'Sainsbury', 'Blizzard', ""Blackwell's"", 'Mojang Studios', 'Matalan']",[961077907.0],2023-12-03
399144202.0,617,20589.24,27.15,33.369918962722856,"['Disney', 'PureGym', 'Grand Union BJJ', 'Xbox', 'Blizzard', 'The Works', 'Tesco', 'The Crown', 'Gamestation', 'Sports Direct', 'Five Senses Art', 'Matalan', 'CeX', 'Reebok', 'Brilliant Brushes', 'Revella', 'Mojang Studios', 'Fat Face', 'Topshop', 'Etsy', 'Sainsbury', 'Deliveroo', 'Boots', 'SquareOnix', 'Amazon', 'Lloyds Pharmacy', 'Selfridges', 'Sainsbury Local', 'Loosely Fitted', 'Coop Local', 'AMAZON', 'JustEat', 'Fitted Stitch', 'Hobby Lobby', ""Blackwell's""]",[799306089.0],2023-12-06
399538448.0,365,13128.0,7.99,35.967123287671235,"['Blizzard', 'SquareOnix', 'PureGym', 'Disney', 'The Works', 'Tesco', 'Coffee #1', 'Starbucks', 'Matalan', 'Topshop', 'Sports Direct', 'Brilliant Brushes', 'Mojang Studios', 'Amazon', 'Five Senses Art', 'Etsy', 'Reebok', 'Xbox', 'A Yarn Story', 'Craftastic', 'Selfridges', 'Sainsbury Local', 'Deliveroo', 'Loosely Fitted', 'Fat Face', 'Boots', 'Fitted Stitch', 'JustEat', 'Revella', 'AMAZON']",[],2023-12-06
401293808.0,115,8212.82,18.99,71.41582608695651,"['PureGym', 'Mojang Studios', 'Xbox', 'Netflix', 'Amazon', 'Grand Union BJJ', 'Tesco', 'Sports Direct', 'Five Senses Art', 'Brilliant Brushes', 'Reebok', 'Revella', 'Fat Face', 'Topshop', 'SquareOnix', 'Deliveroo', 'Blizzard', 'JustEat']",[],2023-11-30
402438092.0,222,19581.07,40.015,88.20301801801801,"['Halifax', 'Blizzard', 'Xbox', 'Netflix', 'Disney', 'PureGym', 'Tesco', 'Sports Direct', 'CeX', 'Mojang Studios', 'Fat Face', 'Topshop', 'Deliveroo', 'JustEat', 'SquareOnix', 'Loosely Fitted', 'Revella', 'Matalan']",[799306089.0],2023-12-04
403383649.0,231,18772.45,33.96,81.26601731601733,"['Halifax', 'Netflix', 'Xbox', ""Blackwell's"", 'Tesco', 'Gamestation', 'Fat Face', 'Topshop', 'Matalan', 'SquareOnix', 'Blizzard', 'Deliveroo', 'Starbucks', 'JustEat', 'The Works', 'Mojang Studios', 'Loosely Fitted', 'Lloyds Pharmacy', 'Revella', 'Selfridges', 'Boots', 'Sainsbury', 'Etsy', 'Coop Local']",[],2023-12-02
403765849.0,98,3820.04,18.99,38.98,"['Mojang Studios', 'SquareOnix', 'Xbox', 'Netflix', 'Disney', 'PureGym', 'Wool', 'The Works', ""Blackwell's"", 'Five Senses Art', 'Tesco', 'Sports Direct', 'Deliveroo', 'Blizzard', 'JustEat']",[499769666.0],2023-12-06
403902116.0,135,29081.31,40.99,215.41711111111113,"['LBG', 'Disney', 'PureGym', 'Tesco', 'JustEat', 'Deliveroo', 'Blizzard', ""Blackwell's"", 'Sports Direct', 'Gamestation', 'Revella', 'The Works', 'Xbox', 'Mojang Studios', 'SquareOnix', 'Selfridges', 'Fitted Stitch', 'Fat Face', 'Topshop', 'Matalan', 'CeX']",[433837402.0],2023-12-06
405416860.0,188,21922.28,37.785,116.60787234042553,"['Halifax', 'SquareOnix', 'PureGym', 'Netflix', 'The Works', 'Tesco', 'Gamestation', 'Sports Direct', 'Fat Face', 'Topshop', 'CeX', 'Etsy', 'Deliveroo', 'Mojang Studios', 'Xbox', ""Blackwell's"", 'Reebok', 'Sainsbury', 'JustEat', 'Blizzard', 'Revella', 'Matalan', 'Sainsbury Local', 'Loosely Fitted', 'Wool', 'Amazon', 'Selfridges', 'Fitted Stitch', 'Lloyds Pharmacy']",[],2023-12-04
405945930.0,177,14694.37,37.98,83.0190395480226,"['PureGym', 'Netflix', 'Amazon', ""Blackwell's"", 'Tesco', 'Sports Direct', 'The Works', 'Matalan', 'Sainsbury', 'Fat Face', 'Topshop', 'Loosely Fitted', 'Wool', 'Coop Local', 'Revella', 'Fitted Stitch', 'JustEat', 'Sainsbury Local', 'Boots', 'Lloyds Pharmacy', 'Hobby Lobby', 'Deliveroo', 'Selfridges', 'Starbucks', 'AMAZON']",[737547541.0],2023-12-05
406772240.0,81,2344.2200000000003,15.99,28.940987654320992,"['PureGym', 'Disney', 'Netflix', 'Xbox', 'Tesco', 'CeX', 'Revella', 'Fat Face', 'Topshop', 'Matalan', 'Loosely Fitted', 'JD Sports', 'Gamestation', 'Mojang Studios', 'Deliveroo', 'Blizzard', 'JustEat', 'SquareOnix']",[],2023-12-03
406862520.0,119,8900.19,18.99,74.79151260504202,"['Netflix', 'Disney', 'PureGym', 'Blizzard', 'Xbox', 'SquareOnix', 'Tesco', 'Revella', 'Fat Face', 'Topshop', 'Amazon', 'Sports Direct', 'Five Senses Art', 'Matalan', 'Gamestation', 'Reebok', 'Deliveroo', 'JustEat', 'Mojang Studios']",[],2023-12-04
407323346.0,64,3296.29,18.99,51.50453125,"['Blizzard', 'PureGym', 'Tesco', 'The Crown', 'Sports Direct', 'Deliveroo', 'Revella', 'Fat Face', 'Topshop', 'Xbox', 'Mojang Studios', 'SquareOnix']",[],2023-11-30
407574996.0,474,35798.28,25.509999999999998,75.52379746835443,"['Disney', 'Amazon', 'Grand Union BJJ', 'Tesco', 'The Works', 'Coffee #1', 'Starbucks', ""Blackwell's"", 'Sainsbury Local', 'Deliveroo', 'Fat Face', 'Boots', 'Topshop', 'Sports Direct', 'Fitted Stitch', 'Selfridges', 'JustEat', 'Lloyds Pharmacy', 'Coop Local', 'Etsy', 'Matalan', 'Revella', 'Loosely Fitted', 'Sainsbury', 'AMAZON']",[172084472.0],2023-12-05
408057540.0,301,29404.27,42.0,97.68860465116279,"['PureGym', 'Netflix', 'Grand Union BJJ', ""Blackwell's"", 'Starbucks', 'CeX', 'Tesco', 'Gamestation', 'Sports Direct', 'Topshop', 'Matalan', 'The Works', 'Xbox', 'SquareOnix', 'Blizzard', 'Reebok', 'Deliveroo', 'Revella', 'Fat Face', 'Loosely Fitted', 'Selfridges', 'Mojang Studios', 'JustEat', 'Fitted Stitch', 'Lloyds Pharmacy', 'AMAZON', 'Etsy', 'Coffee #1', 'Amazon', 'Sainsbury', 'Sainsbury Local', 'Boots', 'Coop Local']",[711045550.0],2023-12-06
409370545.0,317,22099.75,50.25,69.71529968454259,"['Xbox', 'The Works', 'The Crown', 'Tesco', 'Boots', 'Gamestation', 'Loosely Fitted', 'Deliveroo', 'Mojang Studios', 'Blizzard', 'Fat Face', 'Topshop', 'Matalan', 'Revella', 'SquareOnix', ""Blackwell's""]",[285220959.0],2023-12-06
