Date,Timestamp,Account No,Balance,Amount,Third Party Account No,Third Party Name,Datetime
31/03/2023,00:00:00,449871732.0,4079.204701248029,2870.0,,Jollyes,2023-03-31 00:00:00
31/03/2023,00:00:00,246753533.0,1791.5960999999998,1706.0,,Happy Days Home,2023-03-31 00:00:00
31/03/2023,00:00:00,279149837.0,1942.625449999999,1544.0,,Head,2023-03-31 00:00:00
31/03/2023,00:00:00,555804115.0,337.3202524412975,1542.5,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,979892433.0,989.3750999999996,1680.0,,Collector Cave,2023-03-31 00:00:00
31/03/2023,00:00:00,534583529.0,1501.2802880547656,1675.0,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,610450243.0,1324.8779,1675.0,,CeX,2023-03-31 00:00:00
31/03/2023,00:00:00,486495235.0,2935.1172770954863,2870.0,,Jollyes,2023-03-31 00:00:00
30/03/2023,23:59:00,546296727.0,227.94902730261904,720.0,486495235.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,809499628.0,8715.422131017773,3750.0,,Lloyds Pharmacy,2023-03-31 00:00:00
31/03/2023,00:00:00,990461108.0,3880.143668620612,4119.0,,Lloyds Pharmacy,2023-03-31 00:00:00
30/03/2023,23:59:00,673025413.0,4178.70810647998,3300.0,990461108.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,559995067.0,3541.6649500000003,3087.75,,CPA,2023-03-31 00:00:00
31/03/2023,00:00:00,480557476.0,6234.766723647256,3656.0,,Grand Union BJJ,2023-03-31 00:00:00
31/03/2023,00:00:00,956717493.0,2565.201366674404,2500.0,,Vision Express,2023-03-31 00:00:00
31/03/2023,00:00:00,199016328.0,5821.260000000002,2800.0,,Matalan,2023-03-31 00:00:00
31/03/2023,00:00:00,880546403.0,1883.9808999999996,2916.6,,Jollyes,2023-03-31 00:00:00
30/03/2023,23:59:00,762785862.0,593.1755499999999,1170.0,880546403.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,282837512.0,6827.047603306757,2918.0,,Remedy plus care,2023-03-31 00:00:00
31/03/2023,00:00:00,220183538.0,2859.5163,2970.0,,Hobby Lobby,2023-03-31 00:00:00
30/03/2023,23:59:00,929044080.0,196.4213915056289,740.0,220183538.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,520239952.0,2679.416186951624,3125.0,,CPA,2023-03-31 00:00:00
30/03/2023,23:59:00,385685918.0,833.7699408415524,2500.0,520239952.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,581618317.0,500.67119812678857,1542.5,,Hobby Lobby,2023-03-31 00:00:00
30/03/2023,23:59:00,595800644.0,-456.49895,390.0,581618317.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,779946617.0,7061.639250000004,4375.0,,University College Hospital,2023-03-31 00:00:00
31/03/2023,00:00:00,101531259.0,1109.05505,1542.5,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,964702094.0,727.4810999999996,1542.5,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,572384506.0,7087.423947330998,1683.0,,Collector Cave,2023-03-31 00:00:00
31/03/2023,00:00:00,196289502.0,6911.239397932623,3376.0,,CPA,2023-03-31 00:00:00
31/03/2023,00:00:00,133755851.0,3643.356908939693,3168.0,,Matalan,2023-03-31 00:00:00
30/03/2023,23:59:00,857455726.0,576.3964114004727,1030.0,133755851.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,564744955.0,1677.0563698236497,1675.0,,Sainsbury,2023-03-31 00:00:00
31/03/2023,00:00:00,779620857.0,1264.3001036148244,1675.0,,Sainsbury,2023-03-31 00:00:00
30/03/2023,23:59:00,890567652.0,-381.4455003203993,420.0,779620857.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,461029994.0,4466.962280416828,2773.0,,Head,2023-03-31 00:00:00
31/03/2023,00:00:00,188263947.0,3492.41935,3485.0,,University College Hospital,2023-03-31 00:00:00
30/03/2023,23:59:00,155867488.0,1254.9706999999994,1090.0,188263947.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,930277104.0,7042.851426794457,4779.0,,Remedy plus care,2023-03-31 00:00:00
30/03/2023,23:59:00,421881811.0,3099.079850000004,2150.0,930277104.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,245198540.0,-370.9636011982202,1675.0,,Sainsbury,2023-03-31 00:00:00
31/03/2023,00:00:00,479456865.0,3546.543533626939,3153.08,,Head,2023-03-31 00:00:00
31/03/2023,00:00:00,641764023.0,692.0877962279963,1675.0,,Sainsbury,2023-03-31 00:00:00
30/03/2023,23:59:00,918772878.0,-980.4495172453212,420.0,641764023.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,779236304.0,3540.335811930101,1675.0,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,730002588.0,6712.2337000000025,3957.0,,Halifax,2023-03-31 00:00:00
31/03/2023,00:00:00,138351025.0,1277.049,1675.0,,Sainsbury,2023-03-31 00:00:00
30/03/2023,23:59:00,248142083.0,503.1894347025167,550.0,138351025.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,948069469.0,817.8698999999997,1706.0,,Happy Days Home,2023-03-31 00:00:00
31/03/2023,00:00:00,843174694.0,177.5561,1596.0,,Happy Days Home,2023-03-31 00:00:00
31/03/2023,00:00:00,687135796.0,11967.032982129576,4779.0,,University College Hospital,2023-03-31 00:00:00
30/03/2023,23:59:00,709935470.0,865.1677376997723,670.0,434554820.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,430910686.0,987.9765000000002,1675.0,,CeX,2023-03-31 00:00:00
31/03/2023,00:00:00,679662108.0,11786.990538165735,4779.0,,Remedy plus care,2023-03-31 00:00:00
31/03/2023,00:00:00,913127700.0,1829.838556183602,1943.0,,Happy Days Home,2023-03-31 00:00:00
31/03/2023,00:00:00,572136270.0,800.3596441465452,1738.92,,Green Park,2023-03-31 00:00:00
31/03/2023,00:00:00,738958551.0,3808.414200000001,2273.0,,Lloyds Pharmacy,2023-03-31 00:00:00
31/03/2023,00:00:00,398429109.0,3149.27795,2773.0,,Head,2023-03-31 00:00:00
31/03/2023,00:00:00,551755686.0,3328.253333236764,1685.0,,CeX,2023-03-31 00:00:00
31/03/2023,00:00:00,780463728.0,3661.82232094224,3989.0,,Halifax,2023-03-31 00:00:00
30/03/2023,23:59:00,235310449.0,1644.4617352972778,1600.0,780463728.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,623156843.0,4209.22545,2918.0,,University College Hospital,2023-03-31 00:00:00
31/03/2023,00:00:00,556992209.0,5074.7822000000015,3333.0,,Lloyds Pharmacy,2023-03-31 00:00:00
31/03/2023,00:00:00,766812921.0,881.7111499999996,1675.0,,Stitch By Stitch,2023-03-31 00:00:00
31/03/2023,00:00:00,659415300.0,4367.032424288091,3750.0,,Remedy plus care,2023-03-31 00:00:00
30/03/2023,23:59:00,823208989.0,1396.9940378614224,940.0,659415300.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,450896297.0,9372.364600000004,5833.0,,Halifax,2023-03-31 00:00:00
30/03/2023,23:59:00,987656636.0,5107.046499942119,2670.0,450896297.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,395284483.0,2061.2829508209875,1655.0,,Gamestation,2023-03-31 00:00:00
31/03/2023,00:00:00,824916823.0,5232.680914608066,2917.0,,Halifax,2023-03-31 00:00:00
31/03/2023,00:00:00,130154096.0,3099.8966815458534,2708.0,,LBG,2023-03-31 00:00:00
30/03/2023,23:59:00,799861885.0,1522.1607999999997,860.0,130154096.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,683078800.0,2961.9890389997954,3126.0,,LBG,2023-03-31 00:00:00
30/03/2023,23:59:00,152616936.0,690.2002078630654,1250.0,683078800.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,670102069.0,4593.257749553148,1685.0,,Collector Cave,2023-03-31 00:00:00
31/03/2023,00:00:00,667367404.0,5544.237791444959,3126.0,,Halifax,2023-03-31 00:00:00
31/03/2023,00:00:00,237493332.0,8584.533550667118,3749.0,,Halifax,2023-03-31 00:00:00
31/03/2023,00:00:00,354894456.0,2212.89,1694.0,,Happy Days Home,2023-03-31 00:00:00
30/03/2023,23:59:00,856147482.0,435.1352514013757,750.0,354894456.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,158414827.0,1295.1881999999996,1819.0,,Happy Days Home,2023-03-31 00:00:00
31/03/2023,00:00:00,887156614.0,2221.356928959227,2264.0,,Vision Express,2023-03-31 00:00:00
30/03/2023,23:59:00,637649383.0,1525.8637999999996,1810.0,887156614.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,903953091.0,2132.848273441893,1706.0,,Happy Days Home,2023-03-31 00:00:00
31/03/2023,00:00:00,308505160.0,6464.907700076497,3750.0,,Boots,2023-03-31 00:00:00
31/03/2023,00:00:00,709632525.0,1133.9966999999997,2250.0,,Halifax,2023-03-31 00:00:00
30/03/2023,23:59:00,105375973.0,-215.9683471810597,900.0,709632525.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,690958123.0,6796.769850000004,3459.0,,LBG,2023-03-31 00:00:00
31/03/2023,00:00:00,769311479.0,3930.90195,2783.0,,Collector Cave,2023-03-31 00:00:00
31/03/2023,00:00:00,903468956.0,1417.5286,1683.0,,CeX,2023-03-31 00:00:00
31/03/2023,00:00:00,416060965.0,3184.2471207581284,2294.0,,Vision Express,2023-03-31 00:00:00
30/03/2023,23:59:00,248625662.0,70.79848428485195,920.0,416060965.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,688328251.0,1050.0897246451732,1712.0,,Happy Days Home,2023-03-31 00:00:00
30/03/2023,23:59:00,202320275.0,194.21579999999983,430.0,688328251.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,700138124.0,2783.4683,2918.0,,Remedy plus care,2023-03-31 00:00:00
31/03/2023,00:00:00,308897841.0,1339.8717,2000.0,,Matalan,2023-03-31 00:00:00
31/03/2023,00:00:00,618514666.0,7501.452411677441,3750.0,,Boots,2023-03-31 00:00:00
31/03/2023,00:00:00,272538745.0,7648.6299000000035,2916.6,,Jollyes,2023-03-31 00:00:00
31/03/2023,00:00:00,555393405.0,1637.02405,1943.0,,Happy Days Home,2023-03-31 00:00:00
30/03/2023,23:59:00,621181115.0,-279.33524957077134,630.0,555393405.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,503575533.0,4189.844100000002,3750.0,,Remedy plus care,2023-03-31 00:00:00
31/03/2023,00:00:00,524425303.0,1450.9879999999998,1675.0,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,179173981.0,3513.0230917968274,1825.0,,Matalan,2023-03-31 00:00:00
31/03/2023,00:00:00,296972867.0,1482.1704999999995,1675.0,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,588565416.0,4479.813856609742,2694.0,,Matalan,2023-03-31 00:00:00
31/03/2023,00:00:00,331450202.0,5035.579755634861,3087.75,,CPA,2023-03-31 00:00:00
31/03/2023,00:00:00,835736339.0,4296.392203563612,3124.89,,Jollyes,2023-03-31 00:00:00
30/03/2023,23:59:00,175452235.0,899.0502499999999,1310.0,835736339.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,553734946.0,1743.3249999999998,1950.0,,Head,2023-03-31 00:00:00
31/03/2023,00:00:00,518474507.0,9392.38715868401,3749.0,,LBG,2023-03-31 00:00:00
31/03/2023,00:00:00,520418719.0,2676.9139000000005,2917.0,,LBG,2023-03-31 00:00:00
31/03/2023,00:00:00,758160963.0,4886.947500000002,2790.0,,Gamestation,2023-03-31 00:00:00
31/03/2023,00:00:00,373163757.0,6041.760411978616,3687.0,,LBG,2023-03-31 00:00:00
30/03/2023,23:59:00,508518911.0,-249.4132497209887,920.0,373163757.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,795847804.0,9490.5911,3542.0,,CPA,2023-03-31 00:00:00
31/03/2023,00:00:00,331684336.0,1736.0246800486789,1950.0,,Head,2023-03-31 00:00:00
30/03/2023,23:59:00,250957494.0,1392.1499499999995,780.0,331684336.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,166019891.0,4716.905700000001,2917.0,,LBG,2023-03-31 00:00:00
31/03/2023,00:00:00,799453072.0,1282.3590499999996,1675.0,,Sainsbury,2023-03-31 00:00:00
30/03/2023,23:59:00,697140785.0,223.1326167361032,420.0,799453072.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,134461671.0,5511.0594500000025,3750.0,,Remedy plus care,2023-03-31 00:00:00
30/03/2023,23:59:00,575652395.0,2401.7302999999997,1610.0,134461671.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,121858569.0,4053.5197000000007,3750.0,,Lloyds Pharmacy,2023-03-31 00:00:00
30/03/2023,23:59:00,248658670.0,243.96110000000024,940.0,121858569.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,355733816.0,4543.911737514886,2500.0,,Matalan,2023-03-31 00:00:00
30/03/2023,23:59:00,678330503.0,2054.9440188885083,660.0,355733816.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,287230540.0,2127.2354653844627,2292.0,,Vision Express,2023-03-31 00:00:00
31/03/2023,00:00:00,583579399.0,1490.0565999999994,1675.0,,Stitch By Stitch,2023-03-31 00:00:00
30/03/2023,23:59:00,497772347.0,1047.5010999999995,1020.0,674558824.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,678851253.0,4777.93237545618,2293.0,,Vision Express,2023-03-31 00:00:00
31/03/2023,00:00:00,106601471.0,4133.064539911996,1675.0,,Hobbycraft,2023-03-31 00:00:00
31/03/2023,00:00:00,435984758.0,3373.809404263084,2250.0,,LBG,2023-03-31 00:00:00
31/03/2023,00:00:00,854513972.0,3530.5903,3125.0,,CPA,2023-03-31 00:00:00
30/03/2023,23:59:00,703537476.0,1596.1258499999994,1250.0,854513972.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,336171116.0,1381.6312499999997,2780.0,,Stitch By Stitch,2023-03-31 00:00:00
30/03/2023,23:59:00,973388795.0,1138.6156761636214,1110.0,336171116.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,221356538.0,1297.9745,1675.0,,Sainsbury,2023-03-31 00:00:00
31/03/2023,00:00:00,257633312.0,1660.2972499999998,1842.5,,Jollyes,2023-03-31 00:00:00
31/03/2023,00:00:00,461990622.0,4067.451150000001,3542.0,,LBG,2023-03-31 00:00:00
30/03/2023,23:59:00,280130290.0,502.5263999999998,420.0,894576902.0,,2023-03-30 23:59:00
30/03/2023,23:59:00,212560376.0,362.9521257791022,510.0,648644594.0,,2023-03-30 23:59:00
31/03/2023,00:00:00,441274121.0,7044.282131179351,3459.0,,Halifax,2023-03-31 00:00:00
31/03/2023,17:05:00,444371478.0,780.9599999999995,40.0,834581602.0,,2023-03-31 17:05:00
31/03/2023,17:06:00,913801979.0,908.3257799144944,1450.0,108481285.0,,2023-03-31 17:06:00
31/03/2023,17:19:00,423208402.0,1782.6067000000007,1130.0,986267641.0,,2023-03-31 17:19:00
31/03/2023,19:14:00,715068825.0,1091.3695,2930.0,199016328.0,,2023-03-31 19:14:00
01/04/2023,00:00:00,154246234.0,1703.7080921021045,1706.0,,Westport Care Home,2023-04-01 00:00:00
31/03/2023,23:59:00,490868147.0,72.63477912130111,680.0,154246234.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,776431321.0,4706.633557291113,2000.0,,Fat Face,2023-04-01 00:00:00
31/03/2023,23:59:00,666952234.0,-159.86750187551274,500.0,776431321.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,844206657.0,1786.53290514657,1675.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,887853850.0,8436.529028305262,2841.66,,Green Park Academy,2023-04-01 00:00:00
01/04/2023,00:00:00,308068836.0,6093.240197321373,2472.0,,Lavender Primary,2023-04-01 00:00:00
01/04/2023,00:00:00,585596026.0,1933.19707551791,2500.0,,Premier Finance,2023-04-01 00:00:00
31/03/2023,23:59:00,287480331.0,6922.551500000006,940.0,585596026.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,691789577.0,1746.6117000000002,2021.0,,A Cut Above,2023-04-01 00:00:00
31/03/2023,23:59:00,160166876.0,1405.3436905862443,810.0,691789577.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,691012931.0,878.2105999999998,1584.0,,Westport Care Home,2023-04-01 00:00:00
31/03/2023,23:59:00,518378868.0,99.94474999999974,120.0,691012931.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,749378808.0,6086.522415824888,1900.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,821971408.0,2043.0561788593704,1675.0,,The Crown,2023-04-01 00:00:00
01/04/2023,00:00:00,198946608.0,3242.935231533174,2000.0,,Fitted Stitch,2023-04-01 00:00:00
31/03/2023,23:59:00,979122276.0,-880.7170377056711,680.0,699714981.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,940569402.0,7489.744025807679,3125.0,,Premier Finance,2023-04-01 00:00:00
01/04/2023,00:00:00,521611005.0,1598.97188067433,1542.5,,Craftastic,2023-04-01 00:00:00
01/04/2023,00:00:00,899692478.0,2045.203006475993,1675.0,,A Yarn Story,2023-04-01 00:00:00
31/03/2023,23:59:00,194745206.0,777.2803720912433,1340.0,899692478.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,355940285.0,4058.730792521618,3333.33,,Pets Corner,2023-04-01 00:00:00
31/03/2023,23:59:00,766941757.0,6669.51039656527,1230.0,355940285.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,138969884.0,2364.0572,1596.0,,Westport Care Home,2023-04-01 00:00:00
31/03/2023,23:59:00,344843570.0,-1368.3968175093337,640.0,138969884.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,383625050.0,6558.105130963184,2648.1,,Lavender Primary,2023-04-01 00:00:00
01/04/2023,00:00:00,285428103.0,5450.636546368231,2648.1,,Green Park Academy,2023-04-01 00:00:00
01/04/2023,00:00:00,971010829.0,2616.3447661149994,2083.0,,Premier Finance,2023-04-01 00:00:00
31/03/2023,23:59:00,657528784.0,-790.6680999999994,630.0,971010829.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,705848712.0,15672.355261103938,5292.8,,Green Park Academy,2023-04-01 00:00:00
01/04/2023,00:00:00,630468201.0,1270.126016110299,1596.0,,Westport Care Home,2023-04-01 00:00:00
31/03/2023,23:59:00,455052690.0,1238.9727399486276,1280.0,630468201.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,724537117.0,1787.1456999999998,1819.0,,Westport Care Home,2023-04-01 00:00:00
31/03/2023,23:59:00,346874167.0,631.2879499999997,730.0,724537117.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,768271776.0,1889.7319532334209,1950.0,,A Cut Above,2023-04-01 00:00:00
31/03/2023,23:59:00,215404070.0,2.276589179849566,780.0,768271776.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,781554833.0,2728.760891846264,1695.0,,Selfridges,2023-04-01 00:00:00
01/04/2023,00:00:00,943829984.0,3331.351162956201,1675.0,,Kings Arms,2023-04-01 00:00:00
01/04/2023,00:00:00,198051483.0,597.9762895911435,1542.5,,Craftastic,2023-04-01 00:00:00
31/03/2023,23:59:00,891513205.0,1075.3569296590697,390.0,198051483.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,655368335.0,3944.692723187219,1625.0,,The Crown,2023-04-01 00:00:00
01/04/2023,00:00:00,433917275.0,7300.9989841362,3080.0,,Lavender Primary,2023-04-01 00:00:00
01/04/2023,00:00:00,424397946.0,3713.141783605397,3080.0,,Green Park Academy,2023-04-01 00:00:00
01/04/2023,00:00:00,609939116.0,4921.100793259589,1706.0,,Westport Care Home,2023-04-01 00:00:00
01/04/2023,00:00:00,913801979.0,2606.3257799144944,1698.0,,North Face,2023-04-01 00:00:00
31/03/2023,23:59:00,108481285.0,4623.20617887651,640.0,913801979.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,229205098.0,6196.993183710427,2509.0,,Premier Finance,2023-04-01 00:00:00
01/04/2023,00:00:00,903663593.0,3141.6389882178337,2083.3,,Rose & Crown,2023-04-01 00:00:00
31/03/2023,23:59:00,310375875.0,4564.200382854497,580.0,903663593.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,422955974.0,1462.09188499905,1842.5,,Brilliant Brushes,2023-04-01 00:00:00
01/04/2023,00:00:00,973086490.0,7342.659332598804,3168.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,426466211.0,609.0922999999993,1620.1,,Starbucks,2023-04-01 00:00:00
31/03/2023,23:59:00,311467864.0,698.8405999999995,410.0,426466211.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,920830317.0,3580.5760206374816,3168.0,,Fitted Stitch,2023-04-01 00:00:00
31/03/2023,23:59:00,469330905.0,1125.761136840084,1270.0,920830317.0,,2023-03-31 23:59:00
31/03/2023,23:59:00,263882093.0,-209.9797000000002,440.0,757694047.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,203466392.0,7343.101798487836,2841.66,,Lavender Primary,2023-04-01 00:00:00
01/04/2023,00:00:00,290751280.0,2371.724855072661,1625.0,,The Crown,2023-04-01 00:00:00
01/04/2023,00:00:00,698076160.0,4027.691407724733,1675.0,,North Face,2023-04-01 00:00:00
01/04/2023,00:00:00,130522384.0,1202.296184379139,1736.92,,Victoria Park,2023-04-01 00:00:00
31/03/2023,23:59:00,213096759.0,-188.23810821443976,430.0,130522384.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,162162212.0,1681.2706232811674,1675.0,,Tesco,2023-04-01 00:00:00
01/04/2023,00:00:00,924045955.0,4137.669810414722,2021.0,,Barbiee Boutique,2023-04-01 00:00:00
01/04/2023,00:00:00,169006407.0,8486.888195579704,2870.0,,Pets Corner,2023-04-01 00:00:00
01/04/2023,00:00:00,713910252.0,3133.964525728542,3080.0,,Lavender Primary,2023-04-01 00:00:00
31/03/2023,23:59:00,596171893.0,904.1652803415328,930.0,713910252.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,370757362.0,2474.499803267091,1675.0,,Craftastic,2023-04-01 00:00:00
01/04/2023,00:00:00,176922958.0,5171.719686597187,2021.0,,Barbiee Boutique,2023-04-01 00:00:00
01/04/2023,00:00:00,490790931.0,1710.8415499999994,1625.0,,Rose & Crown,2023-04-01 00:00:00
31/03/2023,23:59:00,121113546.0,394.5161560698699,410.0,490790931.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,889916166.0,1587.1377014132268,1625.0,,Kings Arms,2023-04-01 00:00:00
31/03/2023,23:59:00,783650950.0,-28.42164341101125,650.0,889916166.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,734161378.0,688.6554805657853,1695.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,475117511.0,4181.814768562181,2000.0,,Fitted Stitch,2023-04-01 00:00:00
01/04/2023,00:00:00,653640811.0,8872.666871349444,2841.66,,Lavender Primary,2023-04-01 00:00:00
01/04/2023,00:00:00,478651121.0,1906.0966795984705,1675.0,,Tesco,2023-04-01 00:00:00
01/04/2023,00:00:00,782013626.0,1358.7971993116255,2500.0,,Fitted Stitch,2023-04-01 00:00:00
01/04/2023,00:00:00,124102251.0,3670.200858338276,1916.6,,Starbucks,2023-04-01 00:00:00
01/04/2023,00:00:00,189335192.0,1559.6310482421402,1842.5,,Pets Corner,2023-04-01 00:00:00
31/03/2023,23:59:00,147508204.0,-595.0302822181134,740.0,189335192.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,241459011.0,2052.6461132723493,1620.1,,Starbucks,2023-04-01 00:00:00
01/04/2023,00:00:00,104832000.0,797.7661910941545,1675.0,,A Yarn Story,2023-04-01 00:00:00
01/04/2023,00:00:00,905860285.0,11095.051838434309,4375.0,,Premier Finance,2023-04-01 00:00:00
01/04/2023,00:00:00,392270893.0,4138.525892838647,2000.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,200080192.0,6201.634792716884,2800.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,762700245.0,1936.85285,1675.0,,Tesco,2023-04-01 00:00:00
01/04/2023,00:00:00,851649498.0,7045.456244116836,2999.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,886921642.0,4103.423461919251,2046.0,,Fitted Stitch,2023-04-01 00:00:00
01/04/2023,00:00:00,215311171.0,4765.929475714437,1544.0,,Barbiee Boutique,2023-04-01 00:00:00
01/04/2023,00:00:00,116598243.0,3661.297035146259,1706.0,,Westport Care Home,2023-04-01 00:00:00
01/04/2023,00:00:00,685959099.0,2736.8507835275573,1736.92,,Lavender Fields,2023-04-01 00:00:00
01/04/2023,00:00:00,713641917.0,1161.3990402884867,1287.0,,Selfridges,2023-04-01 00:00:00
01/04/2023,00:00:00,570410059.0,3080.537246776308,1675.0,,A Yarn Story,2023-04-01 00:00:00
01/04/2023,00:00:00,282102606.0,2311.7833624228265,2472.0,,Green Park Academy,2023-04-01 00:00:00
31/03/2023,23:59:00,556631012.0,905.3435230856792,830.0,282102606.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,146909202.0,3140.6665187436324,1287.0,,Fitted Stitch,2023-04-01 00:00:00
01/04/2023,00:00:00,816685391.0,1291.9940962915737,1675.0,,Tesco,2023-04-01 00:00:00
01/04/2023,00:00:00,519935524.0,2729.3874587508853,1675.0,,Craftastic,2023-04-01 00:00:00
01/04/2023,00:00:00,550644516.0,1824.0645499999996,1620.1,,Costa Coffee,2023-04-01 00:00:00
31/03/2023,23:59:00,128030172.0,233.2271225501504,280.0,550644516.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,435313070.0,3456.736288620364,2046.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,147474476.0,4914.157578451888,3125.0,,Premier Finance,2023-04-01 00:00:00
31/03/2023,23:59:00,538003940.0,2214.480000000005,1250.0,147474476.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,722358036.0,1732.518790627083,1675.0,,A Yarn Story,2023-04-01 00:00:00
01/04/2023,00:00:00,298000165.0,14027.949348425856,4167.0,,Selfridges,2023-04-01 00:00:00
01/04/2023,00:00:00,915666111.0,631.5965752279615,1620.1,,Costa Coffee,2023-04-01 00:00:00
31/03/2023,23:59:00,695607232.0,-168.53350538944017,650.0,915666111.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,407574996.0,2935.9595226205,1609.0,,Fat Face,2023-04-01 00:00:00
01/04/2023,00:00:00,140893085.0,2579.380156365458,1916.6,,Costa Coffee,2023-04-01 00:00:00
01/04/2023,00:00:00,500043411.0,8930.610368605112,3238.0,,Premier Finance,2023-04-01 00:00:00
01/04/2023,00:00:00,152488934.0,3403.4400289808714,2648.1,,Green Park Academy,2023-04-01 00:00:00
31/03/2023,23:59:00,355602925.0,1685.2509317232264,830.0,152488934.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,585625048.0,4276.980199172796,1675.0,,Craftastic,2023-04-01 00:00:00
01/04/2023,00:00:00,455831435.0,1809.902645198506,1620.1,,Costa Coffee,2023-04-01 00:00:00
31/03/2023,23:59:00,442079728.0,634.3141192193141,650.0,455831435.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,111137699.0,1399.4327500000002,1675.0,,Tesco,2023-04-01 00:00:00
31/03/2023,23:59:00,165098840.0,-365.0603763623726,670.0,111137699.0,,2023-03-31 23:59:00
01/04/2023,00:00:00,986774156.0,3651.3459374472486,1675.0,,Tesco,2023-04-01 00:00:00
01/04/2023,00:00:00,183888402.0,9941.805300000004,4167.0,,Fitted Stitch,2023-04-01 00:00:00
01/04/2023,00:00:00,119993184.0,1305.598347089138,1712.0,,Westport Care Home,2023-04-01 00:00:00
