,Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Account No,Third Party Name,Amount,Risk Category
9351,364357875.0,10,5,29,7,,selfridges,22.49,No Risk
9352,364357875.0,10,6,1,1,,theworks,42.95,No Risk
9353,364357875.0,11,0,13,11,,tesco,69.28,No Risk
9354,364357875.0,11,1,4,4,,theworks,38.99,No Risk
9355,364357875.0,11,1,21,3,,matalan,231.0,No Risk
9356,364357875.0,11,3,21,9,,matalan,30.26,No Risk
9357,364357875.0,11,6,16,7,,tesco,92.11,No Risk
9358,364357875.0,11,6,26,2,,cex,119.97,No Risk
9359,364357875.0,11,6,30,7,,tesco,89.84,No Risk
9360,364357875.0,12,0,27,2,,sportsdirect,89.99,No Risk
9361,364357875.0,12,5,9,9,,topshop,10.51,No Risk
9362,364357875.0,12,5,21,10,,fittedstitch,7.6,No Risk
9363,364357875.0,12,6,26,11,,looselyfitted,7.12,No Risk
9364,364357875.0,13,0,4,9,,cooplocal,7.96,No Risk
9365,364357875.0,13,0,7,8,,amazon,36.62,No Risk
9366,364357875.0,13,0,19,6,,sainsbury,34.18,No Risk
9367,364357875.0,13,1,14,3,,sportsdirect,45.03,No Risk
9368,364357875.0,13,1,24,10,,looselyfitted,16.04,No Risk
9369,364357875.0,13,5,15,4,,topshop,111.3,No Risk
9370,364357875.0,13,6,18,6,,fatface,62.3,No Risk
9371,364357875.0,15,0,21,8,,tesco,39.88,No Risk
9372,364357875.0,15,0,30,1,,cex,49.99,No Risk
9373,364357875.0,16,1,17,1,,cex,149.97,No Risk
9374,364357875.0,19,0,15,5,,tesco,44.69,No Risk
9375,364357875.0,20,1,10,1,,justeat,22.74,Low Risk
9376,364396689.0,3,5,2,9,,deliveroo,33.37,Low Risk
9377,364396689.0,8,0,24,7,,tesco,139.88,Medium Risk
9378,364396689.0,9,4,31,3,,sportsdirect,6.0,No Risk
9379,364396689.0,10,3,12,1,,tesco,129.19,No Risk
9380,364396689.0,10,5,4,2,,sportsdirect,66.04,No Risk
9381,364396689.0,11,6,11,6,,tesco,108.05,No Risk
9382,364396689.0,11,6,12,11,,tesco,109.51,No Risk
9383,364396689.0,12,4,7,4,,tesco,112.66,No Risk
9384,364396689.0,12,4,24,11,,justeat,46.13,No Risk
9385,364396689.0,13,0,30,10,,tesco,53.02,No Risk
9386,364396689.0,13,3,22,6,,tesco,53.02,No Risk
9387,364396689.0,14,6,2,4,,fatface,35.0,No Risk
9388,364396689.0,15,1,28,2,,gamestation,30.02,No Risk
9389,364396689.0,15,1,28,2,,sportsdirect,30.02,No Risk
9390,364396689.0,19,0,29,5,,justeat,38.1,Medium Risk
9391,364396689.0,19,4,15,9,,tesco,45.09,No Risk
9392,365608668.0,5,4,15,9,,justeat,8.95,No Risk
9393,365608668.0,7,6,8,1,,sainsburylocal,1.16,No Risk
9394,365608668.0,8,1,31,1,,sainsbury,14.71,No Risk
9395,365608668.0,9,5,4,11,,brilliantbrushes,23.97,No Risk
9396,365608668.0,9,5,4,11,,tesco,147.56,No Risk
9397,365608668.0,9,5,11,11,,fivesensesart,5.99,No Risk
9398,365608668.0,9,5,23,9,,tesco,144.29,No Risk
9399,365608668.0,10,5,1,4,,wool,9.98,No Risk
9400,365608668.0,10,5,6,5,,tesco,112.29,No Risk
9401,365608668.0,10,5,7,10,,sportsdirect,58.99,No Risk
9402,365608668.0,11,5,20,5,,stitchbystitch,1.99,No Risk
9403,365608668.0,11,6,1,10,,fivesensesart,86.97,No Risk
9404,365608668.0,11,6,8,1,,stitchbystitch,9.0,No Risk
9405,365608668.0,12,6,9,7,,blackwell's,9.99,No Risk
9406,365608668.0,12,6,10,9,,fivesensesart,37.48,No Risk
9407,365608668.0,12,6,28,5,,fivesensesart,7.98,No Risk
9408,365608668.0,13,6,27,8,,sportsdirect,137.98,No Risk
9409,365608668.0,15,6,27,8,,fatface,123.89,No Risk
9410,365608668.0,16,6,27,8,,topshop,192.49,No Risk
9411,365608668.0,17,0,13,11,,fatface,63.69,No Risk
9412,365608668.0,17,1,3,1,,stitchbystitch,9.98,No Risk
9413,365608668.0,17,1,14,2,,fatface,66.47,No Risk
9414,365608668.0,17,1,28,3,,fatface,102.89,No Risk
9415,365608668.0,17,1,28,3,,topshop,27.3,No Risk
9416,365608668.0,17,1,28,11,,tesco,65.52,No Risk
9417,365608668.0,17,2,8,2,,wool,11.0,No Risk
9418,365608668.0,17,2,22,2,,tesco,95.81,No Risk
9419,365608668.0,17,3,6,7,,fivesensesart,12.98,No Risk
9420,365608668.0,17,3,10,8,,sportsdirect,12.99,No Risk
9421,365608668.0,17,3,12,10,,topshop,152.59,No Risk
9422,365608668.0,17,3,30,11,,fivesensesart,1.99,No Risk
9423,365608668.0,17,4,11,8,,sportsdirect,134.98,No Risk
9424,365608668.0,18,0,13,11,,topshop,96.6,No Risk
9425,365608668.0,18,0,31,7,,topshop,146.99,No Risk
9426,365608668.0,18,2,14,6,,tesco,155.72,No Risk
9427,365608668.0,19,1,4,4,,tesco,175.35,No Risk
9428,366477356.0,6,4,8,9,,deliveroo,28.14,No Risk
9429,366477356.0,9,0,23,1,,tesco,162.99,Medium Risk
9430,366477356.0,9,6,30,4,,theworks,55.93,No Risk
9431,366477356.0,10,5,1,4,,reebok,9.99,No Risk
9432,366477356.0,13,5,2,9,,looselyfitted,109.0,No Risk
9433,366477356.0,13,5,3,6,,topshop,89.5,No Risk
9434,366477356.0,14,5,2,9,,revella,44.5,No Risk
9435,366477356.0,15,6,2,4,,looselyfitted,25.0,No Risk
9436,366477356.0,15,6,2,4,,matalan,123.5,No Risk
9437,366477356.0,15,6,2,4,,topshop,104.5,No Risk
9438,366477356.0,17,0,8,5,,sportsdirect,29.99,No Risk
9439,366477356.0,17,0,26,6,,deliveroo,34.9,No Risk
9440,366477356.0,17,1,28,2,,sportsdirect,56.0,No Risk
9441,366477356.0,17,2,31,5,,sportsdirect,234.98,No Risk
9442,366477356.0,17,3,1,6,,deliveroo,32.25,No Risk
9443,366477356.0,17,4,6,10,,justeat,27.83,No Risk
9444,366477356.0,18,0,24,4,,deliveroo,30.59,No Risk
9445,366477356.0,18,2,6,12,,topshop,122.5,No Risk
9446,366477356.0,18,6,2,4,,fatface,120.0,No Risk
9447,366477356.0,20,3,5,10,,tesco,171.59,No Risk
9448,366550080.0,3,1,8,8,,looselyfitted,10.01,No Risk
9449,366550080.0,3,2,4,10,,topshop,7.58,No Risk
9450,366550080.0,3,4,22,9,,topshop,7.56,No Risk
9451,366550080.0,4,1,20,6,,amazon,58.1,No Risk
9452,366550080.0,4,6,9,7,,topshop,50.19,No Risk
9453,366550080.0,5,0,1,5,,selfridges,70.84,No Risk
9454,366550080.0,5,0,5,6,,topshop,37.23,No Risk
9455,366550080.0,5,1,5,12,,revella,2.91,No Risk
9456,366550080.0,5,1,7,11,,sainsbury,69.8,No Risk
9457,366550080.0,5,1,18,4,,selfridges,51.61,No Risk
9458,366550080.0,5,2,28,6,,amazon,6.79,No Risk
9459,366550080.0,5,4,29,9,,lloydspharmacy,65.56,No Risk
9460,366550080.0,5,6,2,7,,amazon,38.9,No Risk
9461,366550080.0,5,6,13,8,,revella,19.49,No Risk
9462,366550080.0,6,0,13,11,,amazon,23.71,No Risk
9463,366550080.0,6,1,13,6,,cooplocal,61.01,No Risk
9464,366550080.0,6,2,17,5,,cooplocal,36.48,No Risk
9465,366550080.0,6,3,14,9,,topshop,12.26,No Risk
9466,366550080.0,6,4,4,8,,selfridges,34.27,No Risk
9467,366550080.0,6,5,8,7,,tesco,10.4,No Risk
9468,366550080.0,6,5,16,9,,etsy,27.31,No Risk
9469,366550080.0,6,5,17,6,,fatface,75.59,No Risk
9470,366550080.0,6,5,25,11,,amazon,34.22,No Risk
9471,366550080.0,6,6,30,7,,tesco,1.66,No Risk
9472,366550080.0,7,3,10,8,,revella,28.16,No Risk
9473,366550080.0,7,3,11,5,,cooplocal,20.2,No Risk
9474,366550080.0,7,3,12,1,,coffee#1,6.7,No Risk
9475,366550080.0,7,3,23,11,,amazon,33.57,No Risk
9476,366550080.0,7,3,28,9,,sainsburylocal,25.49,No Risk
9477,366550080.0,7,4,16,6,,cooplocal,16.19,No Risk
9478,366550080.0,7,4,19,5,,revella,39.4,No Risk
9479,366550080.0,7,6,26,3,,selfridges,10.26,No Risk
9480,366550080.0,8,0,18,9,,tesco,111.9,No Risk
9481,366550080.0,8,0,27,2,,cooplocal,43.91,No Risk
9482,366550080.0,8,1,20,6,,tesco,42.11,No Risk
9483,366550080.0,8,2,2,8,,boots,57.13,No Risk
9484,366550080.0,8,3,5,1,,tesco,91.01,No Risk
9485,366550080.0,8,3,13,7,,tesco,56.94,No Risk
9486,366550080.0,8,3,24,8,,topshop,1.03,No Risk
9487,366550080.0,8,4,2,6,,amazon,19.04,No Risk
9488,366550080.0,8,4,4,8,,tesco,81.79,No Risk
9489,366550080.0,8,4,11,8,,tesco,79.27,No Risk
9490,366550080.0,8,4,27,10,,cooplocal,37.93,No Risk
9491,366550080.0,8,5,29,7,,sainsburylocal,7.56,No Risk
9492,366550080.0,9,0,15,5,,fittedstitch,26.69,No Risk
9493,366550080.0,9,1,9,5,,amazon,3.13,No Risk
9494,366550080.0,9,2,1,11,,topshop,9.59,No Risk
9495,366550080.0,9,3,9,11,,matalan,76.3,No Risk
9496,366550080.0,9,3,11,5,,tesco,43.23,No Risk
9497,366550080.0,9,3,19,10,,cooplocal,31.24,No Risk
9498,366550080.0,9,3,26,1,,tesco,47.83,No Risk
9499,366550080.0,9,4,18,8,,tesco,94.09,No Risk
9500,366550080.0,9,4,24,11,,selfridges,34.08,No Risk
9501,366550080.0,9,4,28,7,,tesco,87.71,No Risk
9502,366550080.0,9,6,20,8,,amazon,82.15,No Risk
9503,366550080.0,10,0,4,12,,matalan,25.21,No Risk
9504,366550080.0,10,0,20,11,,sainsburylocal,47.95,No Risk
9505,366550080.0,10,1,4,4,,sainsbury,4.12,No Risk
9506,366550080.0,10,2,9,8,,ayarnstory,39.39,No Risk
9507,366550080.0,10,4,13,10,,matalan,17.92,No Risk
9508,366550080.0,10,6,4,6,,tesco,109.28,No Risk
9509,366550080.0,11,0,9,1,,topshop,98.6,No Risk
9510,366550080.0,11,1,25,7,,cooplocal,0.22,No Risk
9511,366550080.0,11,2,12,4,,topshop,121.8,No Risk
9512,366550080.0,11,5,8,4,,topshop,28.37,No Risk
9513,366550080.0,12,0,10,7,,topshop,231.69,No Risk
9514,366550080.0,12,1,14,3,,tesco,98.74,No Risk
9515,366550080.0,12,2,8,11,,topshop,72.8,No Risk
9516,366550080.0,12,5,6,5,,fittedstitch,23.92,No Risk
9517,366550080.0,12,6,26,3,,tesco,51.21,No Risk
9518,366550080.0,13,0,29,5,,looselyfitted,0.51,No Risk
9519,366550080.0,13,1,28,3,,selfridges,0.13,No Risk
9520,366550080.0,14,0,10,7,,tesco,31.91,No Risk
9521,366550080.0,14,0,16,10,,tesco,102.54,No Risk
9522,366550080.0,15,0,10,7,,topshop,243.57,No Risk
9523,366550080.0,16,0,2,1,,kingsarms,9.0,No Risk
9524,366550080.0,19,0,23,1,,tesco,21.64,No Risk
9525,366550080.0,19,1,25,4,,matalan,17.46,No Risk
9526,366550080.0,20,0,4,12,,tesco,51.04,Low Risk
9527,366550080.0,21,3,11,5,,justeat,15.94,No Risk
9528,370521542.0,0,3,2,11,,amazon,9.22,No Risk
9529,370521542.0,1,3,8,6,,selfridges,3.29,No Risk
9530,370521542.0,1,3,9,11,,sainsburylocal,11.25,No Risk
9531,370521542.0,1,3,17,8,,matalan,19.3,No Risk
9532,370521542.0,1,3,24,8,,sainsbury,56.06,No Risk
9533,370521542.0,1,3,31,8,,amazon,6.63,No Risk
9534,370521542.0,2,3,16,11,,amazon,1.13,No Risk
9535,370521542.0,3,1,28,11,,etsy,32.99,No Risk
9536,370521542.0,3,3,13,7,,amazon,12.8,No Risk
9537,370521542.0,3,3,29,6,,sainsbury,58.94,No Risk
9538,370521542.0,3,4,2,6,,sainsbury,9.57,No Risk
9539,370521542.0,3,4,27,10,,matalan,79.8,No Risk
9540,370521542.0,3,5,15,7,,looselyfitted,0.51,No Risk
9541,370521542.0,4,2,29,11,,deliveroo,13.0,No Risk
9542,370521542.0,4,6,3,12,,justeat,14.99,No Risk
9543,370521542.0,5,0,2,10,,justeat,13.34,No Risk
9544,370521542.0,5,1,5,12,,amazon,5.02,No Risk
9545,370521542.0,5,2,23,8,,cooplocal,13.17,No Risk
9546,370521542.0,5,4,17,11,,boots,8.63,No Risk
9547,370521542.0,6,0,21,8,,sainsburylocal,11.66,No Risk
9548,370521542.0,6,1,7,11,,fatface,5.85,No Risk
9549,370521542.0,6,3,20,7,,sainsburylocal,2.4,No Risk
9550,370521542.0,7,0,5,6,,tesco,79.59,No Risk
9551,370521542.0,7,1,19,9,,sainsbury,3.1,No Risk
9552,370521542.0,7,2,2,8,,fittedstitch,39.76,No Risk
9553,370521542.0,7,2,8,11,,topshop,2.14,No Risk
9554,370521542.0,7,3,1,6,,looselyfitted,17.46,No Risk
9555,370521542.0,8,2,9,8,,cooplocal,26.88,No Risk
9556,370521542.0,8,2,25,10,,amazon,6.72,No Risk
9557,370521542.0,8,5,29,7,,cooplocal,30.76,No Risk
9558,370521542.0,8,6,27,8,,matalan,54.65,No Risk
9559,370521542.0,9,0,9,10,,amazon,57.44,No Risk
9560,370521542.0,9,1,9,5,,sportsdirect,16.03,No Risk
9561,370521542.0,9,1,29,8,,brilliantbrushes,1.56,No Risk
9562,370521542.0,9,2,22,2,,sportsdirect,19.99,No Risk
9563,370521542.0,9,3,2,11,,sportsdirect,55.39,No Risk
9564,370521542.0,9,3,9,11,,sportsdirect,22.57,No Risk
9565,370521542.0,9,3,15,6,,sportsdirect,74.28,No Risk
9566,370521542.0,9,4,8,9,,sportsdirect,32.69,No Risk
9567,370521542.0,9,5,10,6,,tesco,137.66,No Risk
9568,370521542.0,9,5,11,11,,tesco,51.3,No Risk
9569,370521542.0,9,5,20,5,,fatface,0.6,No Risk
9570,370521542.0,9,5,27,5,,sportsdirect,22.07,No Risk
9571,370521542.0,9,6,1,10,,sainsburylocal,7.16,No Risk
9572,370521542.0,9,6,19,3,,fivesensesart,27.97,No Risk
9573,370521542.0,9,6,30,7,,theworks,12.14,No Risk
9574,370521542.0,10,0,20,11,,tesco,139.69,No Risk
9575,370521542.0,10,2,4,10,,brilliantbrushes,15.72,No Risk
9576,370521542.0,10,2,7,6,,brilliantbrushes,65.36,No Risk
9577,370521542.0,10,2,7,6,,matalan,69.29,No Risk
9578,370521542.0,10,2,8,2,,tesco,13.72,No Risk
9579,370521542.0,11,2,16,8,,sportsdirect,104.84,No Risk
9580,370521542.0,11,2,18,10,,sportsdirect,13.33,No Risk
9581,370521542.0,14,3,20,7,,deliveroo,16.94,No Risk
9582,370521542.0,16,3,28,9,,theworks,6.13,No Risk
9583,370521542.0,19,0,9,10,,justeat,9.98,No Risk
9584,370521542.0,19,0,10,7,,matalan,41.39,No Risk
9585,370521542.0,19,1,4,7,,sainsburylocal,1.84,No Risk
9586,370521542.0,20,0,15,5,,looselyfitted,8.81,No Risk
9587,370521542.0,20,1,14,2,,tesco,114.41,No Risk
9588,370521542.0,20,1,14,11,,sainsbury,13.25,No Risk
9589,370521542.0,20,5,28,10,,justeat,14.94,No Risk
9590,370521542.0,20,6,10,9,,matalan,9.04,No Risk
9591,370521542.0,20,6,21,5,,looselyfitted,0.61,No Risk
9592,370521542.0,21,5,23,9,,sainsburylocal,16.65,No Risk
9593,370757362.0,6,4,29,9,,justeat,23.73,No Risk
9594,370757362.0,8,5,25,3,,matalan,3.2,No Risk
9595,370757362.0,11,5,2,12,,reebok,99.99,No Risk
9596,370757362.0,11,6,26,3,,reebok,98.98,No Risk
9597,370757362.0,12,5,11,2,,tesco,46.83,No Risk
9598,370757362.0,12,6,8,10,,sportsdirect,99.99,No Risk
9599,370757362.0,13,6,1,1,,kingsarms,5.3,No Risk
9600,370757362.0,13,6,8,1,,gamestation,19.99,No Risk
9601,370757362.0,13,6,23,7,,matalan,247.1,No Risk
9602,370757362.0,14,6,1,1,,kingsarms,5.9,No Risk
9603,370757362.0,16,0,16,1,,thecrown,14.5,No Risk
9604,370757362.0,16,0,19,6,,reebok,25.0,No Risk
9605,370757362.0,16,0,20,3,,reebok,156.98,No Risk
9606,370757362.0,16,1,14,3,,gamestation,19.99,No Risk
9607,370757362.0,16,2,26,4,,theworks,37.95,No Risk
9608,370757362.0,16,2,28,6,,topshop,156.8,No Risk
9609,370757362.0,16,3,6,4,,gamestation,129.97,No Risk
9610,370757362.0,16,3,17,8,,theworks,17.97,No Risk
9611,370757362.0,17,1,15,8,,tesco,133.81,No Risk
9612,370757362.0,17,1,23,5,,matalan,205.1,No Risk
9613,370757362.0,17,3,20,7,,reebok,149.98,No Risk
9614,370757362.0,17,4,4,8,,theworks,6.99,No Risk
9615,370757362.0,17,4,12,5,,gamestation,49.99,No Risk
9616,370757362.0,17,4,20,10,,revella,196.0,No Risk
9617,370757362.0,18,2,4,1,,sainsbury,96.12,No Risk
9618,370757362.0,18,4,20,10,,topshop,251.3,No Risk
9619,370757362.0,19,0,18,9,,justeat,29.94,No Risk
9620,370757362.0,19,1,3,1,,kingsarms,6.0,No Risk
9621,370757362.0,19,1,18,4,,tesco,66.32,No Risk
9622,370757362.0,19,2,11,10,,tesco,103.0,No Risk
9623,370757362.0,19,3,26,1,,sainsbury,92.97,No Risk
9624,373163757.0,4,3,17,8,,sainsbury,12.13,No Risk
9625,373163757.0,5,1,28,3,,sainsburylocal,10.72,No Risk
9626,373163757.0,6,4,3,2,,cooplocal,28.97,No Risk
9627,373163757.0,7,1,8,8,,revella,12.17,No Risk
9628,373163757.0,8,1,26,9,,boots,0.34,No Risk
9629,373163757.0,8,3,5,10,,revella,1.32,No Risk
9630,373163757.0,9,5,7,10,,theworks,35.99,No Risk
9631,373163757.0,9,5,14,1,,tesco,275.07,No Risk
9632,373163757.0,10,5,7,10,,brilliantbrushes,95.16,No Risk
9633,373163757.0,10,6,1,1,,tesco,144.94,No Risk
9634,373163757.0,10,6,14,5,,blackwell's,26.97,No Risk
9635,373163757.0,10,6,19,3,,blackwell's,6.99,No Risk
9636,373163757.0,10,6,23,4,,wool,26.97,No Risk
9637,373163757.0,10,6,26,11,,revella,207.9,No Risk
9638,373163757.0,11,5,8,7,,wool,32.97,No Risk
9639,373163757.0,13,6,28,5,,tesco,124.26,No Risk
9640,373163757.0,17,1,26,9,,wool,12.01,No Risk
9641,373163757.0,17,2,1,3,,blackwell's,21.97,No Risk
9642,373163757.0,17,2,12,7,,theworks,32.96,No Risk
9643,373163757.0,17,2,26,4,,fatface,59.0,No Risk
9644,373163757.0,17,3,7,9,,wool,9.99,No Risk
9645,373163757.0,17,3,25,5,,fivesensesart,51.97,No Risk
9646,373163757.0,17,4,1,12,,theworks,21.99,No Risk
9647,373163757.0,18,1,20,6,,tesco,223.67,No Risk
9648,373163757.0,18,2,1,2,,hobbylobby,12.0,No Risk
9649,373163757.0,18,2,15,11,,tesco,117.94,No Risk
9650,373163757.0,18,3,11,5,,hobbylobby,14.97,No Risk
9651,373163757.0,18,4,25,8,,hobbylobby,16.0,No Risk
9652,373163757.0,18,5,1,7,,tesco,104.29,No Risk
9653,373163757.0,19,0,18,9,,looselyfitted,0.16,No Risk
9654,373163757.0,19,1,21,11,,topshop,72.81,No Risk
9655,373163757.0,19,4,6,10,,tesco,107.86,No Risk
9656,373163757.0,20,4,3,3,,tesco,97.04,No Risk
9657,373163757.0,21,4,26,5,,topshop,37.99,No Risk
9658,373163757.0,22,4,27,10,,lloydspharmacy,5.72,No Risk
9659,373163757.0,23,4,24,2,,topshop,81.93,No Risk
9660,373875019.0,1,3,2,2,,justeat,42.05,No Risk
9661,373875019.0,6,2,1,11,,amazon,64.13,No Risk
9662,373875019.0,8,4,11,8,,tesco,133.41,No Risk
9663,373875019.0,8,5,6,5,,tesco,37.74,No Risk
9664,373875019.0,9,1,23,5,,tesco,144.94,No Risk
9665,373875019.0,9,4,10,2,,tesco,29.53,No Risk
9666,373875019.0,10,2,4,10,,sportsdirect,35.0,No Risk
9667,373875019.0,10,2,15,3,,blackwell's,21.96,No Risk
9668,373875019.0,10,2,24,5,,sportsdirect,105.98,No Risk
9669,373875019.0,10,3,19,10,,sportsdirect,116.98,No Risk
9670,373875019.0,11,2,3,5,,fittedstitch,90.3,No Risk
9671,373875019.0,11,3,2,2,,fittedstitch,75.0,No Risk
9672,373875019.0,12,2,3,5,,fatface,34.3,No Risk
9673,373875019.0,15,3,9,11,,amazon,36.06,No Risk
9674,373875019.0,16,2,27,9,,tesco,96.73,No Risk
9675,373875019.0,16,3,22,6,,tesco,97.57,No Risk
9676,373875019.0,17,0,23,10,,fatface,1.58,No Risk
9677,373875019.0,17,0,27,2,,sportsdirect,34.99,No Risk
9678,373875019.0,17,4,9,6,,tesco,113.53,No Risk
9679,373875019.0,17,5,11,11,,revella,7.41,No Risk
9680,373875019.0,17,5,14,1,,gamestation,69.98,No Risk
9681,373875019.0,17,5,14,10,,fittedstitch,258.3,No Risk
9682,373875019.0,19,0,6,2,,tesco,52.63,No Risk
9683,373875019.0,19,1,19,9,,tesco,66.86,No Risk
9684,373875019.0,19,3,21,9,,selfridges,14.69,No Risk
9685,373875019.0,20,4,19,5,,tesco,51.01,No Risk
9686,374994043.0,8,2,15,11,,tesco,46.38,No Risk
9687,374994043.0,8,2,23,8,,tesco,56.33,No Risk
9688,374994043.0,8,2,25,10,,tesco,34.03,No Risk
9689,374994043.0,8,5,2,12,,tesco,46.82,Low Risk
9690,374994043.0,12,0,3,7,,tesco,32.5,No Risk
9691,374994043.0,12,5,1,4,,justeat,39.95,No Risk
9692,374994043.0,13,4,7,7,,tesco,118.62,No Risk
9693,374994043.0,13,6,2,4,,tesco,40.42,No Risk
9694,374994043.0,18,3,2,11,,tesco,20.96,Low Risk
9695,374994043.0,19,0,10,4,,tesco,148.89,Medium Risk
9696,374994043.0,19,0,27,11,,tesco,25.18,Low Risk
9697,376271050.0,3,0,13,2,,justeat,40.13,No Risk
9698,376271050.0,9,5,1,7,,fivesensesart,6.99,No Risk
9699,376271050.0,9,5,4,2,,hobbylobby,17.98,No Risk
9700,376271050.0,9,5,4,3,,fivesensesart,9.99,No Risk
9701,376271050.0,9,5,7,10,,fivesensesart,49.99,No Risk
9702,376271050.0,9,6,23,7,,fivesensesart,15.98,No Risk
9703,376271050.0,12,6,8,1,,fivesensesart,29.98,No Risk
9704,376271050.0,14,5,25,3,,fatface,77.98,No Risk
9705,376271050.0,14,5,25,3,,looselyfitted,143.49,No Risk
9706,376271050.0,14,6,30,7,,looselyfitted,60.99,No Risk
9707,376271050.0,15,6,16,4,,fivesensesart,1.99,No Risk
9708,376271050.0,15,6,30,7,,looselyfitted,127.0,No Risk
9709,376271050.0,16,0,7,8,,fivesensesart,59.98,No Risk
9710,376271050.0,16,0,9,1,,hobbylobby,4.99,No Risk
9711,376271050.0,16,2,6,9,,fatface,175.95999999999998,No Risk
9712,376271050.0,16,2,20,9,,fivesensesart,3.98,No Risk
9713,376271050.0,16,3,15,6,,justeat,19.94,No Risk
9714,376271050.0,16,3,27,4,,fivesensesart,3.0,No Risk
9715,376271050.0,16,5,25,11,,topshop,1.5,No Risk
9716,376271050.0,16,6,18,6,,fivesensesart,25.98,No Risk
9717,376271050.0,17,3,7,9,,fivesensesart,18.97,No Risk
9718,376271050.0,17,3,9,2,,fivesensesart,56.98,No Risk
9719,376271050.0,17,6,30,7,,looselyfitted,107.45,No Risk
9720,376271050.0,18,0,5,6,,tesco,77.29,No Risk
9721,376271050.0,18,0,20,3,,hobbylobby,31.98,No Risk
9722,376271050.0,18,1,29,8,,hobbylobby,43.97,No Risk
9723,376271050.0,19,0,5,6,,justeat,38.89,No Risk
9724,376271050.0,19,6,1,10,,matalan,16.29,No Risk
9725,380228542.0,7,0,14,8,,coffee#1,5.65,No Risk
9726,380228542.0,7,1,21,2,,coffee#1,5.7,No Risk
9727,380228542.0,7,4,9,6,,coffee#1,6.3,No Risk
9728,380228542.0,7,5,22,4,,amazon,0.89,No Risk
9729,380228542.0,8,0,1,5,,coffee#1,5.1,No Risk
9730,380228542.0,8,0,2,10,,coffee#1,5.35,No Risk
9731,380228542.0,8,0,9,1,,coffee#1,5.05,No Risk
9732,380228542.0,8,0,20,2,,coffee#1,6.0,No Risk
9733,380228542.0,8,1,1,8,,coffee#1,5.5,No Risk
9734,380228542.0,8,1,2,5,,coffee#1,6.8,No Risk
9735,380228542.0,8,1,20,6,,coffee#1,5.9,No Risk
9736,380228542.0,8,2,22,3,,starbucks,6.15,No Risk
9737,380228542.0,8,2,29,3,,coffee#1,5.45,No Risk
9738,380228542.0,8,3,4,5,,coffee#1,7.5,No Risk
9739,380228542.0,8,3,13,4,,starbucks,5.45,No Risk
9740,380228542.0,8,4,2,6,,starbucks,5.1,No Risk
9741,380228542.0,8,4,16,6,,coffee#1,6.5,No Risk
9742,380228542.0,8,4,23,6,,coffee#1,5.65,No Risk
9743,380228542.0,8,4,26,5,,coffee#1,4.8,No Risk
9744,380228542.0,10,5,4,3,,sportsdirect,59.99,No Risk
9745,380228542.0,10,6,25,6,,matalan,60.0,No Risk
9746,380228542.0,10,6,25,6,,revella,147.5,No Risk
9747,380228542.0,11,5,2,9,,sportsdirect,47.99,No Risk
9748,380228542.0,11,6,1,1,,tesco,220.09,High Risk
9749,380228542.0,11,6,16,4,,sportsdirect,77.99,No Risk
9750,380228542.0,13,6,26,2,,tesco,184.04,No Risk
9751,380228542.0,14,6,9,4,,tesco,225.34,No Risk
9752,380228542.0,15,5,4,11,,topshop,89.5,No Risk
9753,380228542.0,16,1,3,1,,amazon,24.08,No Risk
9754,380228542.0,16,1,24,1,,sportsdirect,31.99,No Risk
9755,380228542.0,16,2,26,4,,sportsdirect,137.97,No Risk
9756,380228542.0,16,4,24,2,,gamestation,29.99,No Risk
9757,380228542.0,16,5,4,11,,matalan,57.5,No Risk
9758,380228542.0,16,6,25,6,,revella,79.5,No Risk
9759,380228542.0,17,0,4,9,,tesco,159.88,No Risk
9760,380228542.0,17,0,14,8,,topshop,202.0,No Risk
9761,380228542.0,17,5,27,5,,sportsdirect,79.98,No Risk
9762,380228542.0,17,6,22,1,,sainsbury,1.64,No Risk
9763,380228542.0,17,6,25,6,,revella,157.5,No Risk
9764,380228542.0,18,0,4,12,,tesco,168.68,Medium Risk
9765,380228542.0,19,4,25,8,,justeat,28.2,No Risk
9766,380228542.0,19,4,28,7,,tesco,224.44,No Risk
9767,380228542.0,20,4,13,1,,tesco,184.32,No Risk
9768,380911501.0,6,2,12,7,,justeat,34.43,No Risk
9769,380911501.0,8,0,16,10,,tesco,92.89,No Risk
9770,380911501.0,8,1,25,4,,tesco,38.06,No Risk
9771,380911501.0,8,5,19,8,,tesco,44.41,No Risk
9772,380911501.0,9,5,7,1,,theworks,26.96,No Risk
9773,380911501.0,10,0,23,1,,theworks,12.98,No Risk
9774,380911501.0,10,4,10,2,,fatface,164.99,No Risk
9775,380911501.0,10,4,10,2,,topshop,185.5,No Risk
9776,380911501.0,11,1,17,1,,fatface,106.48,No Risk
9777,380911501.0,11,6,12,11,,tesco,123.23,No Risk
9778,380911501.0,12,1,17,1,,fatface,178.49,No Risk
9779,380911501.0,12,3,10,8,,deliveroo,35.64,No Risk
9780,380911501.0,13,2,25,10,,tesco,62.42,No Risk
9781,380911501.0,13,3,7,9,,tesco,87.5,No Risk
9782,380911501.0,13,5,4,2,,theworks,20.96,No Risk
9783,380911501.0,15,1,17,1,,topshop,29.49,No Risk
9784,380911501.0,16,4,10,2,,fatface,169.48,No Risk
