Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Name,Amount,Prediction,Risk Category
237493332.0,4,5,19,8,looselyfitted,52.44,1.0,No Risk
237493332.0,4,6,1,10,looselyfitted,26.81,1.0,No Risk
237493332.0,5,1,4,7,amazon,30.05,1.0,No Risk
237493332.0,5,2,2,8,sainsbury,27.64,1.0,No Risk
237493332.0,5,3,3,8,justeat,14.45,1.0,No Risk
237493332.0,5,3,5,10,sainsburylocal,71.45,1.0,No Risk
237493332.0,5,3,14,9,lloydspharmacy,57.93,1.0,No Risk
237493332.0,5,3,23,11,justeat,10.7,1.0,No Risk
237493332.0,5,3,29,6,fatface,6.87,1.0,No Risk
237493332.0,5,4,17,11,boots,14.11,1.0,No Risk
237493332.0,5,5,14,10,boots,8.77,1.0,No Risk
237493332.0,6,2,18,10,revella,80.76,1.0,No Risk
237493332.0,6,3,22,6,matalan,10.56,1.0,No Risk
237493332.0,6,4,7,7,sainsburylocal,36.22,1.0,No Risk
237493332.0,6,5,4,11,sainsbury,10.24,1.0,No Risk
237493332.0,6,5,23,9,cooplocal,34.48,1.0,No Risk
237493332.0,7,3,9,11,amazon,4.51,1.0,No Risk
237493332.0,7,5,12,8,fatface,56.33,1.0,No Risk
237493332.0,7,5,22,7,amazon,20.23,1.0,No Risk
237493332.0,8,0,4,12,tesco,49.91,1.0,No Risk
237493332.0,8,1,7,2,tesco,62.06,1.0,No Risk
237493332.0,8,1,11,4,tesco,47.28,1.0,No Risk
237493332.0,8,2,5,7,fittedstitch,65.93,1.0,No Risk
237493332.0,8,2,22,11,selfridges,11.87,1.0,No Risk
237493332.0,8,2,29,11,tesco,48.1,1.0,No Risk
237493332.0,8,2,31,5,tesco,24.92,1.0,No Risk
237493332.0,8,3,18,5,tesco,27.99,1.0,No Risk
237493332.0,8,4,24,11,tesco,20.02,1.0,No Risk
237493332.0,8,4,27,1,tesco,40.78,1.0,No Risk
237493332.0,8,5,10,6,fittedstitch,32.19,1.0,No Risk
237493332.0,8,5,24,6,tesco,15.09,1.0,No Risk
237493332.0,9,2,16,8,tesco,61.54,1.0,No Risk
237493332.0,9,2,26,4,tesco,40.68,1.0,No Risk
237493332.0,9,5,8,4,tesco,50.64,1.0,No Risk
237493332.0,9,5,8,7,tesco,38.21,1.0,No Risk
237493332.0,9,5,19,8,sportsdirect,204.98,-1.0,High Risk
237493332.0,9,6,14,5,theworks,29.05,1.0,No Risk
237493332.0,9,6,16,4,matalan,208.57,-1.0,Medium Risk
237493332.0,10,5,6,5,cooplocal,37.93,1.0,No Risk
237493332.0,10,6,6,8,matalan,207.17,-1.0,Medium Risk
237493332.0,10,6,22,1,sportsdirect,96.98,1.0,No Risk
237493332.0,11,5,21,1,looselyfitted,71.48,1.0,No Risk
237493332.0,11,6,6,8,matalan,76.3,1.0,No Risk
237493332.0,11,6,8,1,tesco,54.88,1.0,No Risk
237493332.0,11,6,8,10,tesco,34.68,1.0,No Risk
237493332.0,12,5,1,7,lloydspharmacy,4.65,1.0,No Risk
237493332.0,12,5,3,6,sportsdirect,100.79,1.0,No Risk
237493332.0,12,6,6,8,matalan,128.79,1.0,No Risk
237493332.0,12,6,13,8,sportsdirect,138.36,1.0,No Risk
237493332.0,14,6,6,8,looselyfitted,83.29,1.0,No Risk
237493332.0,15,6,17,9,justeat,12.94,1.0,No Risk
237493332.0,17,0,16,10,cooplocal,17.55,1.0,No Risk
237493332.0,17,0,30,10,theworks,48.67,1.0,No Risk
237493332.0,17,1,7,2,sportsdirect,137.97,-1.0,Medium Risk
237493332.0,17,1,10,10,sportsdirect,22.75,1.0,No Risk
237493332.0,17,1,28,3,theworks,57.92,1.0,No Risk
237493332.0,17,2,11,10,justeat,20.45,1.0,No Risk
237493332.0,17,2,12,7,sportsdirect,64.07,1.0,No Risk
237493332.0,17,2,15,3,sportsdirect,35.97,1.0,No Risk
237493332.0,17,2,15,11,matalan,13.4,1.0,No Risk
237493332.0,17,2,22,11,sportsdirect,64.89,1.0,No Risk
237493332.0,17,3,10,8,sportsdirect,36.88,1.0,No Risk
237493332.0,17,3,14,9,sportsdirect,58.7,1.0,No Risk
237493332.0,17,4,15,9,fatface,179.16,-1.0,Medium Risk
237493332.0,17,4,30,6,sainsburylocal,56.67,1.0,No Risk
237493332.0,18,1,8,8,justeat,16.05,1.0,No Risk
237493332.0,18,2,26,7,tesco,36.79,1.0,No Risk
237493332.0,18,3,12,10,cooplocal,42.24,1.0,No Risk
237493332.0,18,3,12,10,deliveroo,14.2,1.0,No Risk
237493332.0,19,1,2,5,deliveroo,14.9,1.0,No Risk
237493332.0,19,1,6,6,tesco,4.46,1.0,No Risk
237493332.0,19,1,20,6,tesco,41.09,1.0,No Risk
237493332.0,19,2,14,6,tesco,30.46,1.0,No Risk
237493332.0,19,3,23,2,tesco,49.41,1.0,No Risk
237493332.0,19,4,7,4,tesco,14.42,1.0,No Risk
237493332.0,19,4,26,5,tesco,51.0,1.0,No Risk
237493332.0,20,2,19,7,tesco,14.67,1.0,No Risk
237684254.0,1,0,11,9,fatface,8.83,1.0,No Risk
237684254.0,3,2,15,11,tesco,32.15,1.0,No Risk
237684254.0,3,4,17,3,deliveroo,15.05,1.0,No Risk
237684254.0,4,2,27,9,sainsburylocal,10.99,1.0,No Risk
237684254.0,4,3,19,10,cooplocal,35.24,1.0,No Risk
237684254.0,4,4,24,11,matalan,7.93,1.0,No Risk
237684254.0,5,1,7,11,boots,2.72,1.0,No Risk
237684254.0,5,2,8,11,cooplocal,0.7,1.0,No Risk
237684254.0,5,2,22,11,looselyfitted,6.48,1.0,No Risk
237684254.0,5,4,23,6,sainsbury,1.89,1.0,No Risk
237684254.0,5,5,25,11,cooplocal,0.89,1.0,No Risk
237684254.0,6,0,20,11,cooplocal,1.88,1.0,No Risk
237684254.0,6,2,6,9,sainsbury,5.64,1.0,No Risk
237684254.0,6,3,12,10,amazon,10.72,1.0,No Risk
237684254.0,6,5,11,11,tesco,15.3,1.0,No Risk
237684254.0,7,1,19,9,fittedstitch,38.91,1.0,No Risk
237684254.0,7,2,10,5,revella,13.2,1.0,No Risk
237684254.0,7,3,2,11,topshop,71.17,1.0,No Risk
237684254.0,7,6,28,5,fittedstitch,3.37,1.0,No Risk
237684254.0,8,0,1,5,tesco,49.48,1.0,No Risk
237684254.0,8,1,26,9,sainsbury,56.88,1.0,No Risk
237684254.0,8,2,28,6,tesco,60.98,1.0,No Risk
237684254.0,8,3,29,6,fatface,12.01,1.0,No Risk
237684254.0,9,0,5,6,sportsdirect,54.98,1.0,No Risk
237684254.0,9,0,29,5,tesco,101.7,1.0,No Risk
237684254.0,9,1,3,10,looselyfitted,3.98,1.0,No Risk
237684254.0,9,1,25,4,tesco,35.85,1.0,No Risk
237684254.0,9,2,22,3,fatface,206.49,1.0,No Risk
237684254.0,9,3,6,7,sportsdirect,25.0,1.0,No Risk
237684254.0,9,4,26,5,sportsdirect,30.99,1.0,No Risk
237684254.0,9,4,28,7,amazon,2.17,1.0,No Risk
237684254.0,9,5,4,2,revella,36.97,1.0,No Risk
237684254.0,9,5,7,10,blackwell's,51.99,1.0,No Risk
237684254.0,10,0,16,1,looselyfitted,68.97,1.0,No Risk
237684254.0,10,2,22,3,topshop,66.5,1.0,No Risk
237684254.0,10,4,3,3,tesco,92.09,1.0,No Risk
237684254.0,10,5,1,7,tesco,49.5,1.0,No Risk
237684254.0,10,5,5,8,topshop,257.57,1.0,No Risk
237684254.0,11,3,9,11,tesco,155.19,1.0,No Risk
237684254.0,11,5,16,9,amazon,30.26,1.0,No Risk
237684254.0,11,6,15,1,tesco,87.08,1.0,No Risk
237684254.0,12,3,30,11,sainsburylocal,11.82,1.0,No Risk
237684254.0,12,6,15,1,sportsdirect,64.97,1.0,No Risk
237684254.0,12,6,27,8,sainsburylocal,51.1,1.0,No Risk
237684254.0,13,1,3,1,tesco,72.52,1.0,No Risk
237684254.0,14,5,22,7,sportsdirect,39.98,1.0,No Risk
237684254.0,17,5,5,8,fatface,76.97,1.0,No Risk
237684254.0,22,4,21,7,fatface,48.76,1.0,No Risk
240643705.0,8,2,29,3,tesco,154.27,1.0,No Risk
240643705.0,8,4,3,11,tesco,125.96,1.0,No Risk
240643705.0,9,0,14,8,amazon,22.69,1.0,No Risk
240643705.0,9,3,2,3,reebok,79.98,1.0,No Risk
240643705.0,9,3,23,2,tesco,55.0,1.0,No Risk
240643705.0,9,6,17,9,brilliantbrushes,55.98,1.0,No Risk
240643705.0,10,1,31,1,reebok,29.99,1.0,No Risk
240643705.0,10,2,16,8,topshop,124.5,1.0,No Risk
240643705.0,10,2,31,5,reebok,25.0,1.0,No Risk
240643705.0,10,5,4,11,topshop,116.5,1.0,No Risk
240643705.0,10,6,1,10,brilliantbrushes,12.99,1.0,No Risk
240643705.0,10,6,30,4,sportsdirect,127.99,1.0,No Risk
240643705.0,11,1,5,9,sportsdirect,124.98,1.0,No Risk
240643705.0,11,1,31,1,reebok,9.99,1.0,No Risk
240643705.0,11,3,2,3,brilliantbrushes,5.99,1.0,No Risk
240643705.0,11,3,5,10,fatface,179.5,1.0,No Risk
240643705.0,11,4,11,8,sportsdirect,31.99,1.0,No Risk
240643705.0,12,6,2,4,topshop,72.0,1.0,No Risk
240643705.0,12,6,5,3,tesco,147.09,1.0,No Risk
240643705.0,13,6,2,4,topshop,192.5,1.0,No Risk
240643705.0,13,6,5,11,theworks,33.95,1.0,No Risk
240643705.0,13,6,15,10,theworks,15.98,1.0,No Risk
240643705.0,13,6,16,7,tesco,125.13,1.0,No Risk
240643705.0,14,6,5,11,sportsdirect,49.99,1.0,No Risk
241459011.0,2,6,5,2,justeat,18.49,1.0,No Risk
241459011.0,5,4,13,10,deliveroo,19.74,1.0,No Risk
241459011.0,8,0,6,2,starbucks,6.6,1.0,No Risk
241459011.0,8,1,5,9,starbucks,7.8,1.0,No Risk
241459011.0,8,1,6,6,starbucks,5.3,1.0,No Risk
241459011.0,8,1,24,1,starbucks,5.1,1.0,No Risk
241459011.0,8,2,5,4,starbucks,7.9,1.0,No Risk
241459011.0,8,3,5,10,coffee#1,6.6,1.0,No Risk
241459011.0,8,3,6,7,starbucks,5.7,1.0,No Risk
241459011.0,8,4,1,12,coffee#1,5.15,1.0,No Risk
241459011.0,8,4,4,8,coffee#1,6.15,1.0,No Risk
241459011.0,8,4,10,2,starbucks,7.5,1.0,No Risk
241459011.0,8,5,22,7,tesco,47.25,1.0,No Risk
241459011.0,9,5,2,12,brilliantbrushes,85.97,1.0,No Risk
241459011.0,10,5,4,3,gamestation,49.99,1.0,No Risk
241459011.0,10,6,3,9,tesco,25.92,1.0,No Risk
241459011.0,10,6,11,6,sportsdirect,15.98,1.0,No Risk
241459011.0,10,6,21,5,tesco,12.64,1.0,No Risk
241459011.0,10,6,29,1,sportsdirect,56.99,1.0,No Risk
241459011.0,11,5,4,2,selfridges,85.88,1.0,No Risk
241459011.0,11,6,2,7,tesco,8.37,1.0,No Risk
241459011.0,11,6,17,9,tesco,57.95,1.0,No Risk
241459011.0,12,5,1,4,deliveroo,9.99,1.0,No Risk
241459011.0,12,5,7,1,tesco,3.98,1.0,No Risk
241459011.0,12,6,29,10,tesco,26.69,1.0,No Risk
241459011.0,13,5,4,2,selfridges,133.12,1.0,No Risk
241459011.0,13,6,1,10,sportsdirect,75.97,1.0,No Risk
241459011.0,15,5,24,6,fivesensesart,6.99,1.0,No Risk
241459011.0,16,0,9,1,tesco,42.39,1.0,No Risk
241459011.0,16,0,12,6,brilliantbrushes,1.99,1.0,No Risk
241459011.0,16,1,2,5,fivesensesart,49.99,1.0,No Risk
241459011.0,16,1,8,8,fivesensesart,64.97,1.0,No Risk
241459011.0,16,4,16,6,tesco,30.55,1.0,No Risk
241459011.0,16,4,31,3,tesco,26.32,1.0,No Risk
241459011.0,17,0,8,5,tesco,45.99,1.0,No Risk
241459011.0,17,1,28,11,tesco,29.62,1.0,No Risk
241459011.0,17,2,11,1,fivesensesart,19.99,1.0,No Risk
241459011.0,17,2,16,8,tesco,27.61,1.0,No Risk
241459011.0,17,3,22,6,tesco,49.57,1.0,No Risk
241459011.0,17,4,1,12,sportsdirect,22.0,1.0,No Risk
241459011.0,17,4,10,2,tesco,35.19,1.0,No Risk
241459011.0,17,4,14,7,tesco,10.63,1.0,No Risk
241459011.0,17,4,26,5,tesco,58.73,1.0,No Risk
241459011.0,18,2,18,1,hobbylobby,39.98,1.0,No Risk
241459011.0,18,2,22,3,tesco,50.5,1.0,No Risk
241459011.0,18,3,2,3,hobbylobby,16.98,1.0,No Risk
241459011.0,18,3,9,11,tesco,63.55,1.0,No Risk
241459011.0,18,3,23,11,tesco,64.6,1.0,No Risk
241459011.0,18,4,11,8,tesco,51.31,1.0,No Risk
241459011.0,18,4,28,4,tesco,51.98,1.0,No Risk
241459011.0,19,2,1,3,tesco,46.26,1.0,No Risk
241459011.0,20,0,26,6,tesco,55.29,1.0,No Risk
241459011.0,20,2,8,3,tesco,13.66,1.0,No Risk
241459011.0,20,4,28,7,tesco,17.01,1.0,No Risk
242218612.0,9,0,14,8,tesco,59.41,1.0,No Risk
242218612.0,10,5,21,1,sportsdirect,64.99,1.0,No Risk
242218612.0,10,5,21,10,sportsdirect,28.0,1.0,No Risk
242218612.0,10,6,8,1,sportsdirect,35.0,1.0,No Risk
242218612.0,11,6,12,2,tesco,140.89,1.0,No Risk
242218612.0,12,5,8,4,topshop,64.5,1.0,No Risk
242218612.0,12,6,10,9,topshop,168.75,1.0,No Risk
242218612.0,14,5,8,4,matalan,146.5,1.0,No Risk
242218612.0,14,5,8,4,topshop,129.5,1.0,No Risk
242218612.0,15,6,4,6,sportsdirect,5.99,1.0,No Risk
242218612.0,16,6,27,8,topshop,104.25,1.0,No Risk
242218612.0,17,6,26,11,matalan,291.75,-1.0,Medium Risk
242218612.0,18,0,28,8,tesco,33.78,1.0,No Risk
242218612.0,18,6,26,11,topshop,150.0,1.0,No Risk
242218612.0,20,5,10,6,tesco,54.31,1.0,No Risk
245198540.0,8,0,18,9,tesco,34.02,1.0,No Risk
245198540.0,8,1,17,1,tesco,77.29,1.0,No Risk
245198540.0,8,2,27,9,tesco,27.54,1.0,No Risk
245198540.0,8,3,11,5,tesco,9.44,1.0,No Risk
245198540.0,8,5,14,10,tesco,7.14,1.0,No Risk
245198540.0,8,5,18,2,tesco,73.48,1.0,No Risk
245198540.0,9,2,2,8,selfridges,49.11,1.0,No Risk
245198540.0,9,2,31,5,blackwell's,21.97,1.0,No Risk
245198540.0,9,6,20,8,topshop,53.99,1.0,No Risk
245198540.0,10,1,31,1,blackwell's,22.97,1.0,No Risk
245198540.0,10,1,31,1,sportsdirect,18.98,1.0,No Risk
245198540.0,10,2,6,12,fittedstitch,63.0,1.0,No Risk
245198540.0,10,2,22,11,blackwell's,29.97,1.0,No Risk
245198540.0,10,3,2,2,matalan,85.39,1.0,No Risk
245198540.0,10,4,30,6,blackwell's,11.98,1.0,No Risk
245198540.0,10,6,9,4,tesco,22.44,1.0,No Risk
245198540.0,10,6,19,3,fittedstitch,47.59,1.0,No Risk
245198540.0,10,6,20,8,selfridges,22.49,1.0,No Risk
245198540.0,10,6,20,8,topshop,85.12,1.0,No Risk
245198540.0,11,2,6,12,selfridges,124.84,1.0,No Risk
245198540.0,11,6,20,8,fittedstitch,82.85,1.0,No Risk
245198540.0,12,0,16,10,tesco,24.54,1.0,No Risk
245198540.0,12,5,18,11,blackwell's,19.97,1.0,No Risk
245198540.0,12,6,5,11,tesco,16.43,1.0,No Risk
245198540.0,13,3,26,1,tesco,60.34,1.0,No Risk
245198540.0,13,5,25,2,tesco,20.04,1.0,No Risk
245198540.0,21,2,9,8,justeat,14.99,1.0,No Risk
245690309.0,0,3,13,7,cooplocal,40.08,1.0,No Risk
245690309.0,3,0,4,9,looselyfitted,14.82,1.0,No Risk
245690309.0,3,5,4,11,sainsbury,33.51,1.0,No Risk
245690309.0,4,1,1,8,sainsbury,5.62,1.0,No Risk
245690309.0,4,6,2,7,topshop,27.5,1.0,No Risk
245690309.0,4,6,16,7,revella,34.61,1.0,No Risk
245690309.0,5,0,30,10,amazon,47.05,-1.0,Medium Risk
245690309.0,5,3,21,9,lloydspharmacy,9.87,1.0,No Risk
245690309.0,5,3,25,5,amazon,0.87,1.0,No Risk
245690309.0,5,6,1,10,sainsbury,23.62,1.0,No Risk
245690309.0,6,1,5,9,fittedstitch,7.06,1.0,No Risk
245690309.0,6,1,26,9,tesco,20.69,1.0,No Risk
245690309.0,6,2,26,7,lloydspharmacy,63.18,1.0,No Risk
245690309.0,6,4,13,10,amazon,68.8,1.0,No Risk
245690309.0,6,5,9,9,amazon,52.55,1.0,No Risk
245690309.0,6,6,23,7,matalan,43.97,1.0,No Risk
245690309.0,7,0,16,10,amazon,6.73,1.0,No Risk
245690309.0,7,2,1,11,lloydspharmacy,9.97,1.0,No Risk
245690309.0,7,2,14,6,looselyfitted,13.17,1.0,No Risk
245690309.0,7,2,23,8,boots,35.74,1.0,No Risk
245690309.0,7,3,19,10,tesco,6.94,1.0,No Risk
245690309.0,7,4,4,8,tesco,55.79,1.0,No Risk
245690309.0,7,4,11,8,amazon,2.28,1.0,No Risk
245690309.0,7,5,14,1,justeat,12.24,1.0,No Risk
245690309.0,8,0,15,5,tesco,30.34,1.0,No Risk
245690309.0,8,1,8,8,tesco,27.68,1.0,No Risk
245690309.0,8,2,17,5,tesco,26.31,1.0,No Risk
245690309.0,8,3,14,9,boots,19.56,1.0,No Risk
245690309.0,8,4,4,8,tesco,66.36,1.0,No Risk
245690309.0,8,4,26,5,tesco,13.3,1.0,No Risk
245690309.0,8,5,7,10,amazon,19.71,1.0,No Risk
245690309.0,8,6,17,9,amazon,21.83,1.0,No Risk
245690309.0,9,6,22,10,looselyfitted,14.42,1.0,No Risk
245690309.0,10,5,5,8,theworks,7.01,1.0,No Risk
245690309.0,10,5,7,1,tesco,57.96,1.0,No Risk
245690309.0,10,5,8,7,craftastic,23.01,1.0,No Risk
245690309.0,10,6,3,12,craftastic,22.91,1.0,No Risk
245690309.0,10,6,5,2,tesco,43.6,1.0,No Risk
245690309.0,11,5,1,4,matalan,105.0,1.0,No Risk
245690309.0,11,5,28,1,topshop,180.0,-1.0,Medium Risk
245690309.0,12,5,1,4,topshop,173.6,1.0,No Risk
245690309.0,12,5,28,1,matalan,216.0,-1.0,Medium Risk
245690309.0,13,5,1,4,topshop,282.8,-1.0,Medium Risk
245690309.0,13,5,28,1,topshop,154.5,-1.0,Medium Risk
245690309.0,13,6,9,7,craftastic,1.99,1.0,No Risk
245690309.0,14,5,28,1,topshop,109.5,1.0,No Risk
245690309.0,15,6,9,4,boots,29.82,1.0,No Risk
245690309.0,15,6,17,9,justeat,18.95,1.0,No Risk
245690309.0,16,5,28,1,topshop,171.0,-1.0,Medium Risk
245690309.0,17,0,3,4,tesco,61.82,1.0,No Risk
245690309.0,17,0,22,5,fivesensesart,17.02,1.0,No Risk
245690309.0,17,1,27,6,fivesensesart,30.05,1.0,No Risk
245690309.0,17,2,17,5,topshop,58.8,1.0,No Risk
245690309.0,17,2,29,11,looselyfitted,1.81,1.0,No Risk
245690309.0,17,3,1,6,justeat,14.49,1.0,No Risk
245690309.0,17,3,12,10,fivesensesart,61.54,1.0,No Risk
245690309.0,17,3,30,11,tesco,36.48,1.0,No Risk
245690309.0,17,4,14,7,cooplocal,31.52,1.0,No Risk
245690309.0,17,5,23,9,tesco,44.91,1.0,No Risk
245690309.0,17,5,28,1,topshop,206.0,-1.0,Medium Risk
245690309.0,17,5,29,7,craftastic,36.12,1.0,No Risk
245690309.0,18,0,23,1,craftastic,106.97,-1.0,High Risk
245690309.0,18,0,30,10,hobbylobby,15.47,1.0,No Risk
245690309.0,18,0,31,7,tesco,18.34,1.0,No Risk
245690309.0,18,1,4,7,tesco,47.71,1.0,No Risk
245690309.0,18,1,12,9,looselyfitted,27.0,1.0,No Risk
245690309.0,18,1,17,10,tesco,9.91,1.0,No Risk
245690309.0,18,1,19,9,tesco,50.76,1.0,No Risk
245690309.0,18,1,24,10,tesco,27.69,1.0,No Risk
245690309.0,18,3,9,2,topshop,64.5,1.0,No Risk
245690309.0,18,4,7,4,tesco,8.39,1.0,No Risk
245690309.0,18,5,28,1,topshop,99.5,1.0,No Risk
245690309.0,19,0,20,3,tesco,44.34,1.0,No Risk
245690309.0,19,1,3,10,tesco,23.77,1.0,No Risk
245690309.0,19,1,14,11,tesco,40.03,1.0,No Risk
245690309.0,19,2,6,9,amazon,16.01,1.0,No Risk
245690309.0,19,2,12,7,selfridges,33.02,1.0,No Risk
245690309.0,19,3,5,1,tesco,15.41,1.0,No Risk
245690309.0,19,3,26,10,tesco,72.9,1.0,No Risk
245690309.0,19,4,30,6,tesco,29.4,1.0,No Risk
245690309.0,19,5,29,4,tesco,14.83,1.0,No Risk
245690309.0,20,0,4,12,tesco,10.47,1.0,No Risk
245690309.0,20,2,11,10,revella,13.96,1.0,No Risk
245690309.0,20,3,26,1,tesco,51.02,1.0,No Risk
245690309.0,20,4,6,1,thecrown,10.9,1.0,No Risk
245690309.0,20,4,17,11,tesco,27.72,1.0,No Risk
245690309.0,20,4,29,9,tesco,11.89,1.0,No Risk
245690309.0,21,4,25,8,boots,32.3,1.0,No Risk
246753533.0,8,0,2,10,tesco,48.62,1.0,No Risk
246753533.0,8,2,22,2,tesco,11.3,1.0,No Risk
246753533.0,8,3,5,10,tesco,19.91,1.0,No Risk
246753533.0,8,3,31,8,tesco,6.64,1.0,No Risk
246753533.0,8,5,18,11,tesco,14.08,1.0,No Risk
246753533.0,9,1,7,2,tesco,47.71,1.0,No Risk
246753533.0,9,1,18,7,fivesensesart,5.99,1.0,No Risk
246753533.0,9,1,31,1,cex,79.98,1.0,No Risk
246753533.0,9,1,31,1,sportsdirect,94.98,1.0,No Risk
246753533.0,9,2,10,5,tesco,34.94,1.0,No Risk
246753533.0,9,2,12,7,tesco,34.27,1.0,No Risk
246753533.0,9,3,30,11,fivesensesart,29.99,1.0,No Risk
246753533.0,9,5,6,5,sportsdirect,88.99,1.0,No Risk
246753533.0,9,6,21,5,fivesensesart,12.98,1.0,No Risk
246753533.0,10,0,3,7,starbucks,6.9,1.0,No Risk
246753533.0,10,0,8,5,starbucks,6.85,1.0,No Risk
246753533.0,10,0,22,5,starbucks,7.5,1.0,No Risk
246753533.0,10,1,2,5,starbucks,7.1,1.0,No Risk
246753533.0,10,1,7,3,starbucks,5.9,1.0,No Risk
246753533.0,10,2,13,9,starbucks,5.9,1.0,No Risk
246753533.0,10,2,19,7,starbucks,6.0,1.0,No Risk
246753533.0,10,2,22,2,starbucks,5.8,1.0,No Risk
246753533.0,10,3,19,10,revella,90.49,1.0,No Risk
246753533.0,10,3,27,7,fivesensesart,21.49,1.0,No Risk
246753533.0,11,3,26,10,tesco,37.33,1.0,No Risk
246753533.0,11,3,27,4,tesco,42.92,1.0,No Risk
246753533.0,11,6,1,1,starbucks,3.5,1.0,No Risk
246753533.0,11,6,5,2,fivesensesart,49.99,1.0,No Risk
246753533.0,11,6,30,4,sportsdirect,50.0,1.0,No Risk
246753533.0,12,4,1,9,deliveroo,7.5,1.0,No Risk
246753533.0,13,3,2,2,fivesensesart,5.99,1.0,No Risk
246753533.0,13,3,3,8,fatface,75.49,1.0,No Risk
246753533.0,13,3,11,5,fivesensesart,15.48,1.0,No Risk
246753533.0,13,5,2,12,tesco,49.05,1.0,No Risk
246753533.0,13,5,4,11,sportsdirect,99.99,1.0,No Risk
246753533.0,13,5,25,11,tesco,27.24,1.0,No Risk
246753533.0,13,5,30,9,sportsdirect,31.99,1.0,No Risk
246753533.0,14,3,3,8,topshop,93.49,1.0,No Risk
246753533.0,14,4,28,7,tesco,59.41,1.0,No Risk
246753533.0,14,5,25,3,tesco,30.28,1.0,No Risk
246753533.0,14,6,8,1,fatface,151.48,-1.0,Low Risk
246753533.0,14,6,9,4,sportsdirect,60.98,1.0,No Risk
246753533.0,15,6,23,7,tesco,63.65,1.0,No Risk
246753533.0,17,4,6,10,deliveroo,24.64,1.0,No Risk
246753533.0,18,0,30,1,sainsburylocal,37.59,-1.0,Low Risk
246753533.0,18,3,9,3,tesco,27.24,1.0,No Risk
246753533.0,19,0,21,8,deliveroo,13.39,1.0,No Risk
246753533.0,19,1,20,6,tesco,9.98,1.0,No Risk
246753533.0,19,1,21,2,thecrown,5.0,1.0,No Risk
246753533.0,19,2,22,11,tesco,25.91,1.0,No Risk
246753533.0,19,3,3,8,tesco,44.63,1.0,No Risk
246753533.0,20,1,11,4,thecrown,5.9,1.0,No Risk
246753533.0,20,1,21,2,thecrown,9.5,1.0,No Risk
248142083.0,8,1,14,3,tesco,141.16,1.0,No Risk
248142083.0,8,3,7,9,tesco,37.78,1.0,No Risk
248142083.0,8,3,26,10,tesco,39.44,1.0,No Risk
248142083.0,8,4,24,11,tesco,31.04,1.0,No Risk
248142083.0,8,5,1,4,tesco,129.02,1.0,No Risk
248142083.0,9,0,14,8,tesco,89.61,1.0,No Risk
248142083.0,9,2,11,1,theworks,28.96,1.0,No Risk
248142083.0,9,4,31,3,sportsdirect,37.99,1.0,No Risk
248142083.0,9,5,21,1,theworks,26.97,1.0,No Risk
248142083.0,10,1,14,11,tesco,97.17,1.0,No Risk
248142083.0,10,1,31,1,fatface,77.99,1.0,No Risk
248142083.0,11,6,22,1,tesco,122.47,1.0,No Risk
248142083.0,12,1,31,1,fatface,89.99,1.0,No Risk
248142083.0,12,4,1,12,looselyfitted,45.49,1.0,No Risk
248142083.0,13,4,1,12,topshop,127.49,1.0,No Risk
248142083.0,14,2,21,6,tesco,110.56,1.0,No Risk
248142083.0,18,5,3,6,revella,25.0,1.0,No Risk
248142083.0,20,0,24,7,tesco,103.4,-1.0,Medium Risk
248625662.0,8,5,10,6,tesco,215.64,1.0,No Risk
248625662.0,8,5,18,3,tesco,291.57,1.0,No Risk
248625662.0,9,2,2,8,topshop,194.6,1.0,No Risk
248625662.0,10,0,31,7,sportsdirect,63.98,1.0,No Risk
248625662.0,10,1,24,1,sportsdirect,49.99,1.0,No Risk
248625662.0,10,5,28,1,sportsdirect,72.98,1.0,No Risk
248625662.0,11,0,16,1,sportsdirect,12.99,1.0,No Risk
248625662.0,11,3,30,11,sportsdirect,51.99,1.0,No Risk
248625662.0,11,4,2,6,topshop,77.0,1.0,No Risk
248625662.0,12,2,2,8,topshop,190.4,1.0,No Risk
248625662.0,13,2,15,2,revella,170.8,1.0,No Risk
248625662.0,13,4,28,4,tesco,268.99,1.0,No Risk
248625662.0,13,6,5,2,sportsdirect,33.99,1.0,No Risk
248625662.0,14,2,2,8,matalan,104.3,1.0,No Risk
248625662.0,16,4,2,6,revella,97.3,1.0,No Risk
248625662.0,18,1,11,4,tesco,122.39,1.0,No Risk
248625662.0,18,2,2,8,topshop,186.9,1.0,No Risk
248625662.0,19,0,30,10,tesco,68.09,-1.0,Low Risk
248658670.0,9,5,6,5,reebok,99.99,1.0,No Risk
248658670.0,10,0,9,1,tesco,99.23,1.0,No Risk
248658670.0,10,0,21,8,tesco,135.2,1.0,No Risk
248658670.0,10,2,15,3,revella,306.6,1.0,No Risk
248658670.0,10,4,2,6,revella,287.0,1.0,No Risk
248658670.0,10,5,14,10,reebok,40.99,1.0,No Risk
248658670.0,11,4,2,6,matalan,177.8,1.0,No Risk
248658670.0,11,5,19,8,matalan,287.0,1.0,No Risk
248658670.0,12,5,19,8,topshop,234.5,1.0,No Risk
248658670.0,12,6,25,6,tesco,94.84,1.0,No Risk
248658670.0,13,1,17,10,revella,104.25,1.0,No Risk
248658670.0,13,4,2,6,topshop,84.0,1.0,No Risk
248658670.0,13,5,19,8,topshop,152.6,1.0,No Risk
