,Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Account No,Third Party Name,Amount,Risk Category
37674,494156986.0,14,6,26,2,,tesco,33.33,No Risk
126324,819515373.0,9,0,17,7,,fivesensesart,1.5,No Risk
199719,627622066.0,23,1,31,10,,grandunionbjj,100.0,No Risk
64209,656812046.0,7,2,5,4,,lloydspharmacy,16.65,No Risk
47127,701070224.0,17,0,6,3,,sportsdirect,89.99,No Risk
208711,585133606.0,19,3,9,11,,tesco,209.03,No Risk
206733,949032480.0,8,0,6,11,,selfridges,24.41,No Risk
98676,793781222.0,10,3,1,6,,fivesensesart,1.99,No Risk
127501,522188082.0,3,3,20,7,,amazon,38.23,No Risk
12859,630468201.0,10,6,15,1,,sportsdirect,49.98,No Risk
169919,204855464.0,17,1,19,9,,tesco,121.7,No Risk
149571,586315521.0,7,1,22,8,,amazon,51.62,No Risk
140312,511179916.0,20,3,3,8,,topshop,0.7,No Risk
134629,314980178.0,0,1,1,8,,lbg,1285.0,No Risk
188018,455831435.0,8,4,13,10,,tesco,12.81,No Risk
39397,668692488.0,17,1,28,2,,fivesensesart,31.98,No Risk
89642,429556122.0,8,1,23,5,,deliveroo,31.27,No Risk
182926,315546581.0,17,1,3,10,,sainsburylocal,99.6,Low Risk
15901,225210798.0,11,5,21,1,,topshop,203.67,No Risk
79852,546296727.0,23,6,30,4,,puregym,18.99,No Risk
158796,441274121.0,23,3,31,8,,squareonix,12.99,No Risk
205147,683078800.0,17,4,3,11,,theworks,25.96,No Risk
124801,779946617.0,5,4,14,7,,lloydspharmacy,8.61,No Risk
1511,426466211.0,0,6,1,1,,blizzard,14.99,No Risk
38042,536924114.0,17,0,27,2,,gamestation,129.97,High Risk
25441,627622066.0,23,1,31,1,,puregym,18.99,No Risk
65199,497772347.0,17,4,7,4,,brilliantbrushes,7.98,No Risk
96135,701070224.0,23,2,31,5,,puregym,18.99,No Risk
190482,964702094.0,16,1,17,10,,revella,145.6,No Risk
131464,441274121.0,17,4,28,7,,sportsdirect,65.26,No Risk
208236,987656636.0,1,3,9,11,,sainsburylocal,57.79,No Risk
194257,806358207.0,5,2,25,10,,matalan,42.26,No Risk
2864,796709231.0,0,6,1,1,,puregym,18.99,No Risk
42811,834581602.0,23,1,28,2,,squareonix,12.99,No Risk
83848,348325817.0,2,1,9,5,,lloydspharmacy,58.24,Low Risk
88974,324224854.0,12,6,21,5,,selfridges,38.46,No Risk
51267,310620484.0,14,4,17,3,,theworks,36.02,No Risk
20221,121858569.0,23,0,30,1,248658670.0,,940.0,No Risk
79929,549414742.0,6,0,1,5,,justeat,31.74,No Risk
90246,331450202.0,18,2,24,5,,tesco,29.09,No Risk
142600,170637730.0,6,1,8,8,,amazon,10.68,No Risk
78392,235663459.0,23,6,30,4,,blizzard,14.99,No Risk
20104,331450202.0,19,0,30,1,,tesco,31.23,No Risk
209155,648644594.0,18,4,10,11,,deliveroo,32.84,No Risk
181801,795847804.0,0,0,2,10,,sainsburylocal,1.27,No Risk
30829,564744955.0,16,3,9,2,,tesco,56.87,No Risk
43223,653640811.0,23,1,28,2,,netflix,15.99,No Risk
214921,489964679.0,7,1,21,11,,lloydspharmacy,37.52,Low Risk
44750,651756497.0,17,2,1,3,,sportsdirect,163.97,Low Risk
44974,663479159.0,9,3,2,3,,theworks,27.96,No Risk
57578,587202562.0,23,4,31,3,261793952.0,,700.0,No Risk
209082,399538448.0,16,4,10,11,,amazon,18.62,Low Risk
165983,892354433.0,18,0,11,9,,matalan,164.0,No Risk
213416,544961962.0,12,5,18,11,,looselyfitted,201.6,No Risk
11331,936917570.0,9,3,12,1,,tesco,102.08,No Risk
72129,653667523.0,21,0,24,4,,fatface,26.87,No Risk
119498,611143859.0,9,0,3,7,,tesco,180.37,No Risk
173979,248658670.0,19,2,27,9,,tesco,43.0,No Risk
94473,994947671.0,0,3,1,6,,lbg,590.0,No Risk
103737,220183538.0,10,6,11,6,,reebok,99.98,No Risk
66782,305778936.0,14,1,11,4,,matalan,233.77,Low Risk
103933,670427480.0,16,6,11,6,,topshop,210.5,No Risk
60553,532525712.0,23,4,31,3,,netflix,15.99,No Risk
80507,703478110.0,17,0,1,5,,theworks,28.96,No Risk
109427,971010829.0,6,5,24,6,657528784.0,,370.0,No Risk
130155,252760664.0,16,1,25,7,,topshop,3.49,No Risk
167154,802697323.0,6,3,14,9,,deliveroo,35.67,No Risk
132172,633345190.0,10,6,30,7,,sainsbury,4.77,No Risk
55298,690523499.0,18,1,28,3,,hobbylobby,5.0,No Risk
118110,641376155.0,10,5,1,7,,sportsdirect,70.12,No Risk
104955,973086490.0,8,2,14,6,,etsy,3.8,No Risk
223249,225210798.0,23,3,30,11,,puregym,18.99,No Risk
127589,473820682.0,7,3,20,7,,revella,35.93,No Risk
35640,829914501.0,7,1,21,2,,coffee#1,5.4,No Risk
156090,933491926.0,23,3,31,8,,puregym,18.99,No Risk
154490,257633312.0,11,3,31,8,,gamestation,149.97,No Risk
81385,836110591.0,17,2,3,5,,wool,1.99,No Risk
4601,909669130.0,0,6,1,1,,xbox,7.0,No Risk
71860,352291960.0,9,0,24,4,,sportsdirect,94.98,No Risk
115894,191161970.0,23,4,30,6,,blizzard,14.99,No Risk
139154,819515373.0,19,1,1,8,,tesco,144.94,No Risk
97494,129018172.0,23,2,31,5,,netflix,15.99,No Risk
128673,450896297.0,12,5,22,7,,fivesensesart,20.13,No Risk
85193,857997794.0,9,4,12,5,,jdsports,59.98,No Risk
58452,940569402.0,23,4,31,3,,amazon,7.99,No Risk
201129,252760664.0,23,1,31,10,,amazon,7.99,No Risk
8344,119943495.0,17,4,6,1,,blackwell's,5.99,No Risk
159651,214339619.0,9,4,1,9,,starbucks,5.05,No Risk
83114,683078800.0,11,6,7,5,,sportsdirect,35.0,No Risk
83222,475277431.0,13,6,7,5,,wool,18.0,No Risk
106168,550169791.0,6,5,17,6,,etsy,18.59,No Risk
169173,366550080.0,8,0,18,9,,tesco,111.9,No Risk
179657,391559884.0,23,5,30,9,,netflix,15.99,No Risk
83652,310620484.0,12,0,8,5,,sportsdirect,48.09,No Risk
229020,950234174.0,15,2,6,12,,topshop,220.5,No Risk
138445,108563213.0,5,1,1,8,,fittedstitch,16.52,No Risk
51888,370521542.0,9,6,19,3,,fivesensesart,27.97,No Risk
30475,899742927.0,17,2,8,2,,sportsdirect,22.0,No Risk
124705,297823329.0,18,3,13,7,,fatface,129.0,No Risk
208126,642924505.0,17,2,8,11,,stitchbystitch,16.5,No Risk
62901,187111705.0,11,6,2,4,,topshop,172.0,No Risk
206107,225210798.0,9,6,5,11,,cassart,1.99,No Risk
146941,564744955.0,20,2,16,8,,deliveroo,16.64,No Risk
145311,849096144.0,12,6,13,8,,looselyfitted,36.4,No Risk
209824,226703987.0,20,5,11,11,,etsy,7.59,No Risk
37886,504055745.0,9,0,27,2,,tesco,65.69,No Risk
95316,547010927.0,23,2,31,5,,netflix,15.99,No Risk
23080,357651163.0,23,1,31,1,,xbox,7.0,No Risk
115221,116598243.0,23,4,30,6,,netflix,15.99,No Risk
79362,625281433.0,23,6,30,4,,disney,7.99,No Risk
49529,873693307.0,14,6,12,3,,reebok,112.98,No Risk
190751,473820682.0,6,2,18,10,,tesco,84.76,No Risk
161545,255814263.0,14,6,3,9,,tesco,91.65,No Risk
9022,552980092.0,4,6,8,1,,cooplocal,30.79,No Risk
149523,887853850.0,5,1,22,8,,topshop,9.37,No Risk
50318,514362267.0,17,1,14,3,,revella,45.0,No Risk
58810,211493028.0,23,4,31,3,,xbox,7.0,No Risk
211251,700138124.0,9,1,14,11,,sainsburylocal,26.19,Low Risk
8956,508518911.0,17,5,7,1,,fivesensesart,21.98,No Risk
40324,494156986.0,0,2,1,3,,lbg,1000.0,No Risk
32913,429556122.0,9,1,14,2,,tesco,66.95,No Risk
68700,822135975.0,11,6,16,4,,ayarnstory,9.0,No Risk
119986,766941757.0,6,1,4,7,,deliveroo,33.15,No Risk
163969,549414742.0,9,4,8,9,,topshop,47.1,No Risk
143541,454129843.0,8,3,10,8,,starbucks,6.05,No Risk
97756,261894284.0,23,2,31,5,,grandunionbjj,100.0,No Risk
222257,867679563.0,23,3,30,11,,disney,7.99,No Risk
122153,134847904.0,12,5,8,7,,revella,116.46,No Risk
19764,424927189.0,9,0,30,1,,selfridges,34.74,No Risk
56558,709608057.0,4,4,31,3,,justeat,40.03,No Risk
145037,806358207.0,4,6,13,8,,revella,29.71,No Risk
112485,609939116.0,6,4,30,6,,sainsburylocal,7.06,No Risk
115013,218795010.0,23,4,30,6,,amazon,7.99,No Risk
30343,644751433.0,12,2,8,2,,tesco,110.0,No Risk
56603,890830949.0,8,4,31,3,,tesco,124.81,No Risk
140527,879091637.0,9,4,4,8,,sportsdirect,34.36,No Risk
180934,853907490.0,0,6,1,10,,tesco,74.47,Low Risk
200031,816685391.0,23,1,31,10,,blizzard,14.99,No Risk
193015,383625050.0,13,6,22,10,,fatface,111.3,No Risk
205087,587225252.0,16,4,3,11,,deliveroo,29.88,No Risk
67707,285873880.0,21,3,13,4,,boots,0.67,No Risk
142441,227104649.0,17,0,7,8,,topshop,217.0,Low Risk
213366,647936800.0,10,5,18,11,,sportsdirect,30.08,No Risk
114030,245690309.0,0,5,1,7,,lbg,479.0,No Risk
12268,844835978.0,9,5,14,1,,gamestation,149.97,No Risk
15163,713910252.0,19,3,19,1,,tesco,120.56,No Risk
26911,866941383.0,21,2,1,2,,justeat,32.24,No Risk
63244,593191200.0,17,6,2,4,,revella,91.5,No Risk
184900,951817450.0,10,5,7,10,,sainsburylocal,65.76,Low Risk
27346,496674181.0,18,3,2,2,,cooplocal,72.56,No Risk
81419,672913754.0,17,2,3,5,,gamestation,29.99,No Risk
158007,916225911.0,23,3,31,8,,puregym,18.99,No Risk
7759,346874167.0,14,3,5,1,,justeat,30.09,No Risk
202663,215404070.0,23,1,31,10,,mojangstudios,5.99,No Risk
206650,450896297.0,5,0,6,11,,justeat,32.74,No Risk
164070,441142605.0,12,4,8,9,,ayarnstory,6.0,No Risk
121705,518474507.0,17,4,7,7,,fatface,109.9,No Risk
156975,987163717.0,23,3,31,8,,netflix,15.99,No Risk
81641,683078800.0,9,3,4,5,,starbucks,7.9,No Risk
63154,711045550.0,14,6,2,4,,justeat,29.18,No Risk
155749,705848712.0,0,4,1,9,,halifax,1343.0,No Risk
151634,391688371.0,14,5,26,8,,topshop,82.6,No Risk
87673,237493332.0,8,3,18,5,,tesco,27.99,No Risk
54765,391559884.0,8,0,27,3,,tesco,180.81,No Risk
193817,547010927.0,5,1,24,10,,justeat,19.75,No Risk
48687,229205098.0,18,4,10,3,,topshop,199.5,Medium Risk
225309,583579399.0,23,3,30,11,,squareonix,12.99,No Risk
208020,441142605.0,15,2,8,11,,matalan,149.25,No Risk
64526,310375875.0,21,2,5,4,,selfridges,75.33,Medium Risk
121245,198946608.0,17,3,6,7,,blackwell's,10.0,No Risk
194743,905860285.0,6,3,26,10,,fatface,2.77,No Risk
30919,920031185.0,18,3,9,2,,sainsbury,44.49,No Risk
62623,310375875.0,16,5,1,4,,topshop,296.8,No Risk
71172,668692488.0,13,5,22,4,,fivesensesart,27.97,No Risk
99522,950234174.0,17,4,2,6,,topshop,174.3,No Risk
45505,145387690.0,11,4,3,3,,gamestation,29.99,No Risk
209509,912705941.0,9,5,11,11,,brilliantbrushes,52.18,No Risk
89099,815993333.0,15,6,21,5,,sportsdirect,52.03,No Risk
79689,355940285.0,23,6,30,4,,disney,7.99,No Risk
146932,541639148.0,19,2,16,8,,amazon,52.25,No Risk
68696,329840194.0,11,6,16,4,,matalan,38.5,No Risk
89626,675806859.0,8,1,23,5,,matalan,6.35,No Risk
31319,534325901.0,19,4,10,2,,tesco,33.45,No Risk
131597,256002321.0,4,5,29,7,,cooplocal,13.43,No Risk
144749,534583529.0,11,5,12,8,,fittedstitch,91.5,No Risk
108492,657528784.0,19,2,21,6,,tesco,99.81,No Risk
96835,684988568.0,23,2,31,5,,squareonix,12.99,No Risk
50043,973086490.0,6,1,14,3,,amazon,13.63,No Risk
210233,499410772.0,12,6,12,11,,tesco,35.82,No Risk
46142,769311479.0,15,5,4,3,,sportsdirect,35.0,No Risk
41275,455831435.0,23,1,28,2,,mojangstudios,5.99,No Risk
54921,494789005.0,14,0,27,3,,fivesensesart,94.97,Low Risk
97772,585596026.0,23,2,31,5,,puregym,18.99,No Risk
174147,366550080.0,7,3,28,9,,sainsburylocal,25.49,No Risk
24284,113747882.0,23,1,31,1,,amazon,7.99,No Risk
184013,587202562.0,17,3,5,10,,deliveroo,28.7,No Risk
181538,441142605.0,13,6,1,10,,ayarnstory,2.99,No Risk
225161,992204045.0,23,3,30,11,,xbox,7.0,No Risk
149932,705848712.0,4,2,23,8,,deliveroo,18.95,No Risk
62553,252419513.0,13,5,1,4,,tesco,146.25,No Risk
223045,442079728.0,23,3,30,11,,puregym,18.99,No Risk
41685,669503912.0,23,1,28,2,,squareonix,12.99,No Risk
192538,534583529.0,16,5,21,10,,selfridges,109.88,No Risk
154709,449871732.0,17,3,31,8,,blackwell's,21.97,No Risk
77121,217540156.0,23,6,30,4,,xbox,7.0,No Risk
186259,987163717.0,17,0,9,10,,justeat,37.72,No Risk
35905,844835978.0,18,1,21,2,,brilliantbrushes,1.99,No Risk
163612,678851253.0,16,3,7,9,,topshop,167.3,No Risk
105480,945054126.0,12,3,15,6,,justeat,13.0,No Risk
81552,234952520.0,6,3,4,5,,deliveroo,50.24,Medium Risk
200822,641376155.0,23,1,31,10,,netflix,15.99,No Risk
168538,441274121.0,3,6,17,9,,looselyfitted,17.49,No Risk
100423,705848712.0,10,6,4,6,,fatface,182.0,No Risk
177526,395284483.0,23,5,30,9,,mojangstudios,5.99,No Risk
140696,266777719.0,16,4,4,8,,matalan,41.25,No Risk
54493,890830949.0,11,6,26,3,,tesco,33.5,No Risk
95020,779376323.0,23,2,31,5,,grandunionbjj,100.0,No Risk
64802,936813994.0,17,3,6,4,,revella,102.48,No Risk
173508,801500539.0,18,1,26,9,,deliveroo,37.83,No Risk
140631,322221939.0,13,4,4,8,,tesco,165.35,No Risk
205827,548907062.0,15,5,4,11,,tesco,148.95,No Risk
167894,519935524.0,18,4,15,9,,tesco,41.54,No Risk
59772,194745206.0,23,4,31,3,,puregym,18.99,No Risk
102201,252760664.0,19,2,7,6,,tesco,106.61,No Risk
55791,767447966.0,11,3,30,3,,revella,159.6,Medium Risk
131962,228136274.0,16,5,29,7,,tesco,41.66,No Risk
177322,354894456.0,0,6,1,10,,halifax,753.0,No Risk
136512,202320275.0,23,0,31,7,,puregym,18.99,No Risk
76343,998390769.0,23,6,30,4,,netflix,15.99,No Risk
83163,252701364.0,12,6,7,5,,tesco,40.55,No Risk
214318,496395938.0,4,0,20,11,,sainsbury,36.8,No Risk
180139,978410962.0,23,5,30,9,,blizzard,14.99,No Risk
191312,618138606.0,9,3,19,10,,starbucks,5.95,No Risk
176309,285873880.0,18,5,30,9,,selfridges,14.29,No Risk
199300,618138606.0,0,2,1,11,,halifax,570.0,No Risk
208821,730002588.0,5,4,10,11,,fittedstitch,62.4,Medium Risk
119101,585625048.0,13,6,2,7,,starbucks,5.4,No Risk
196946,738958551.0,9,0,30,10,,amazon,31.01,No Risk
31929,130154096.0,10,6,12,2,,amazon,2.71,No Risk
101410,355733816.0,8,1,6,6,,looselyfitted,41.92,No Risk
62870,519644021.0,10,6,2,4,,sportsdirect,22.02,No Risk
180959,705848712.0,2,6,1,10,,tesco,25.84,No Risk
12738,760704118.0,4,6,15,1,,justeat,17.2,No Risk
197099,421881811.0,15,0,30,10,,ayarnstory,12.2,No Risk
183120,647472692.0,7,2,4,10,,selfridges,56.71,No Risk
101870,421881811.0,7,2,7,6,,topshop,31.5,No Risk
45397,960208650.0,8,4,3,3,,fittedstitch,12.97,No Risk
192889,885259672.0,10,6,22,10,,tesco,27.91,No Risk
77286,104832000.0,23,6,30,4,,grandunionbjj,100.0,No Risk
23122,938992364.0,23,1,31,1,,puregym,18.99,No Risk
81965,799861885.0,4,4,5,5,,deliveroo,46.39,No Risk
217856,996042490.0,2,0,27,11,,fatface,0.48,No Risk
64442,414805878.0,17,2,5,4,,jdsports,48.18,No Risk
185903,675806859.0,7,0,9,10,,matalan,0.84,No Risk
18835,310740977.0,9,5,28,1,,gamestation,109.97,No Risk
141264,291580432.0,13,5,5,8,,tesco,31.48,No Risk
81993,572384506.0,8,4,5,5,,revella,7.88,No Risk
2339,514362267.0,0,6,1,1,,squareonix,12.99,No Risk
68785,703478110.0,13,6,16,4,,topshop,258.5,No Risk
217830,657139925.0,0,0,27,11,,justeat,10.24,No Risk
6019,399144202.0,10,0,2,1,,theworks,48.93,No Risk
16340,915666111.0,11,6,22,1,,fatface,32.75,No Risk
23615,821971408.0,23,1,31,1,,puregym,18.99,No Risk
169779,456246119.0,10,1,19,9,,stitchbystitch,11.0,No Risk
205137,521611005.0,17,4,3,11,,reebok,37.99,No Risk
43854,998390769.0,23,1,28,2,,netflix,15.99,No Risk
101463,256002321.0,9,1,6,6,,fatface,96.6,No Risk
116492,845648250.0,23,4,30,6,,puregym,18.99,No Risk
81899,668329719.0,18,3,4,5,,justeat,15.0,No Risk
190492,964702094.0,16,1,17,10,,fatface,110.6,No Risk
132842,220183538.0,23,6,30,7,929044080.0,,740.0,No Risk
12687,736340277.0,17,5,14,1,,topshop,96.73,No Risk
177266,383833857.0,0,6,1,10,,halifax,670.0,No Risk
139366,683319988.0,9,2,2,8,,starbucks,5.4,No Risk
214894,951817450.0,6,1,21,11,,lloydspharmacy,50.92,Medium Risk
220099,520447032.0,9,3,30,11,,selfridges,42.92,Low Risk
200180,460463595.0,23,1,31,10,,xbox,7.0,No Risk
116796,627622066.0,23,4,30,6,,squareonix,12.99,No Risk
111750,321372947.0,15,3,29,6,,deliveroo,13.5,No Risk
213893,949032480.0,10,6,19,11,,topshop,105.67,No Risk
64804,496395938.0,17,3,6,4,,tesco,75.42,No Risk
218357,973086490.0,1,1,28,11,,fatface,0.22,No Risk
163607,857997794.0,15,3,7,9,,revella,201.6,No Risk
150587,762785862.0,12,3,24,8,,justeat,19.24,No Risk
35642,930271460.0,7,1,21,2,,amazon,4.24,No Risk
102614,705848712.0,20,3,8,6,,tesco,61.81,No Risk
122764,124102251.0,13,6,9,7,,tesco,94.22,No Risk
216317,316793091.0,2,4,24,11,,deliveroo,28.91,No Risk
61094,656781737.0,23,4,31,3,,amazon,7.99,No Risk
205446,992204045.0,8,5,4,11,,matalan,0.22,No Risk
183880,191161970.0,12,3,5,10,,tesco,29.59,No Risk
97215,119943495.0,23,2,31,5,,amazon,7.99,No Risk
18749,719742742.0,4,5,28,1,,fittedstitch,5.61,No Risk
17336,978951113.0,12,1,24,1,,fatface,59.0,No Risk
193680,593191200.0,19,0,23,10,,tesco,31.88,No Risk
197143,435984758.0,17,0,30,10,,tesco,2.81,No Risk
179456,179173981.0,23,5,30,9,,squareonix,12.99,No Risk
31315,703478110.0,18,4,10,2,,tesco,40.22,No Risk
122209,510101371.0,13,5,8,7,,wool,9.27,No Risk
17629,534204159.0,9,2,25,1,,theworks,26.95,No Risk
104497,383833857.0,5,1,13,6,,cooplocal,46.8,No Risk
147160,973086490.0,9,3,17,8,,fittedstitch,22.43,Low Risk
150300,414805878.0,19,2,23,8,,justeat,29.23,No Risk
188069,414454079.0,9,4,13,10,,wool,10.14,No Risk
203678,130522384.0,11,2,1,11,,sportsdirect,55.98,No Risk
152502,480557476.0,11,0,28,8,,topshop,135.07,No Risk
219028,815385232.0,7,2,29,11,,amazon,8.53,No Risk
179511,408057540.0,23,5,30,9,,grandunionbjj,100.0,No Risk
32897,938992364.0,9,1,14,2,,tesco,62.47,No Risk
187483,170637730.0,6,3,12,10,,amazon,12.23,No Risk
70365,494156986.0,13,3,20,4,,tesco,90.23,No Risk
83716,407574996.0,15,0,8,5,,blackwell's,70.19,No Risk
211958,424397946.0,18,2,15,11,,deliveroo,25.93,No Risk
119999,887853850.0,7,1,4,7,,cooplocal,3.93,No Risk
46516,198051483.0,12,6,5,3,,topshop,133.12,No Risk
128667,314980178.0,12,5,22,7,,sportsdirect,83.98,No Risk
77442,143061865.0,23,6,30,4,,disney,7.99,No Risk
61787,834383043.0,23,4,31,3,,grandunionbjj,100.0,No Risk
90383,298007503.0,8,3,25,5,,selfridges,55.4,No Risk
64680,970298834.0,11,3,6,4,,revella,46.19,No Risk
182987,245690309.0,19,1,3,10,,tesco,23.77,No Risk
116255,683319988.0,23,4,30,6,,xbox,7.0,No Risk
59803,713057426.0,23,4,31,3,,grandunionbjj,100.0,No Risk
141123,555393405.0,10,5,5,8,,tesco,143.94,No Risk
126011,203466392.0,13,6,16,7,,revella,70.0,No Risk
87678,913127700.0,9,3,18,5,,tesco,116.91,No Risk
67992,510101371.0,18,4,14,4,,cooplocal,0.71,No Risk
158839,519649533.0,23,3,31,8,,disney,7.99,No Risk
5616,817294757.0,17,6,1,1,,blackwell's,10.98,No Risk
83309,624563756.0,15,6,7,5,,fatface,218.5,No Risk
82475,196289502.0,9,5,6,5,,stitchbystitch,4.99,No Risk
156179,653640811.0,23,3,31,8,,mojangstudios,5.99,No Risk
12918,736310094.0,11,6,15,1,,tesco,51.92,No Risk
180581,799453072.0,23,5,30,9,,xbox,7.0,No Risk
34799,532478725.0,7,6,19,2,,lloydspharmacy,24.31,No Risk
183332,147508204.0,13,2,4,10,,looselyfitted,78.38,No Risk
23713,995615876.0,23,1,31,1,,squareonix,12.99,No Risk
124605,973086490.0,12,3,13,7,,tesco,47.42,No Risk
157091,246753533.0,23,3,31,8,,netflix,15.99,No Risk
15298,857455726.0,10,4,20,1,,tesco,215.26,No Risk
34824,901037631.0,10,6,19,2,,matalan,39.2,No Risk
136377,152488934.0,23,0,31,7,,amazon,7.99,No Risk
185040,282837512.0,12,5,7,10,,jdsports,35.91,No Risk
68941,683078800.0,16,6,16,4,,matalan,24.38,No Risk
52340,482513594.0,8,0,20,3,,tesco,36.39,No Risk
36077,819515373.0,9,2,22,2,,looselyfitted,135.97,No Risk
82986,137822385.0,10,6,7,5,,blackwell's,34.95,No Risk
162114,979135922.0,14,0,4,9,,matalan,192.5,No Risk
102647,421881811.0,3,4,9,6,,tesco,27.34,No Risk
214723,986267641.0,18,0,20,11,,deliveroo,32.59,No Risk
11984,552980092.0,13,4,13,1,,revella,97.3,No Risk
158497,433837402.0,23,3,31,8,,blizzard,14.99,No Risk
221282,736340277.0,0,4,1,12,,halifax,752.0,No Risk
100745,423208402.0,16,6,4,6,,fatface,208.0,No Risk
8028,586315521.0,9,4,6,1,,coffee#1,5.75,No Risk
40457,204855464.0,0,2,1,3,,halifax,646.0,No Risk
179561,726913482.0,23,5,30,9,,netflix,15.99,No Risk
203521,711140907.0,9,2,1,11,,brilliantbrushes,11.98,No Risk
144720,854513972.0,10,5,12,8,,reebok,57.99,No Risk
43928,467207141.0,23,1,28,2,,mojangstudios,5.99,No Risk
125526,726913482.0,13,5,15,7,,tesco,134.52,No Risk
17220,419084831.0,9,1,24,1,,sportsdirect,39.98,No Risk
31066,175452235.0,9,4,10,2,,sportsdirect,63.98,No Risk
3349,424927189.0,0,6,1,1,,amazon,7.99,No Risk
215257,516051449.0,18,1,21,11,,tesco,119.34,No Risk
172265,699139822.0,12,6,24,9,,matalan,249.9,No Risk
213971,857754342.0,11,6,19,11,,reebok,82.0,No Risk
212657,738958551.0,6,4,17,11,,deliveroo,33.14,No Risk
126162,310620484.0,3,0,17,7,,cooplocal,40.75,No Risk
36176,890830949.0,13,2,22,2,,tesco,145.89,No Risk
84813,737547541.0,10,3,11,5,,topshop,144.89,No Risk
13765,886837068.0,17,0,16,1,,brilliantbrushes,21.48,No Risk
171120,667367404.0,9,4,22,9,,costacoffee,5.35,No Risk
209786,373875019.0,17,5,11,11,,revella,7.41,No Risk
62517,183186021.0,13,5,1,4,,tesco,50.8,No Risk
204414,280990953.0,12,3,2,11,,selfridges,174.5,Low Risk
157804,815385232.0,23,3,31,8,,xbox,7.0,No Risk
196562,322221939.0,13,6,29,10,,starbucks,7.5,No Risk
18409,387957305.0,9,4,27,1,,coffee#1,6.8,No Risk
41838,629078930.0,23,1,28,2,,xbox,7.0,No Risk
6607,659415300.0,10,1,3,1,,starbucks,7.5,No Risk
181431,762785862.0,12,6,1,10,,matalan,262.0,Low Risk
5641,189335192.0,17,6,1,1,,thecrown,5.3,No Risk
30347,639549973.0,12,2,8,2,,matalan,40.0,No Risk
46914,760704118.0,9,0,6,3,,reebok,35.0,No Risk
92375,169006407.0,9,1,30,5,,starbucks,5.7,No Risk
65046,364357875.0,10,4,7,4,,matalan,263.2,No Risk
72467,163470640.0,18,1,25,4,,justeat,13.24,No Risk
5347,518746136.0,14,6,1,1,,tesco,175.64,Low Risk
80149,430910686.0,10,0,1,5,,matalan,168.0,No Risk
153042,124102251.0,17,1,29,8,,fatface,84.0,No Risk
121512,223207876.0,9,4,7,7,,sportsdirect,60.98,No Risk
184719,970298834.0,6,5,7,10,,selfridges,76.35,No Risk
67789,690958123.0,9,4,14,4,,starbucks,5.5,No Risk
118608,653640811.0,17,5,1,7,,revella,217.0,No Risk
217042,551196328.0,10,5,25,11,,theworks,20.97,No Risk
132085,414805878.0,5,6,30,7,,justeat,39.4,No Risk
82969,298007503.0,9,6,7,5,,theworks,37.02,No Risk
112776,316793091.0,11,4,30,6,,sportsdirect,19.99,No Risk
104517,874431242.0,5,1,13,6,,lloydspharmacy,5.31,No Risk
214333,315546581.0,4,0,20,11,,tesco,1.7,No Risk
63869,536924114.0,9,1,4,4,,sportsdirect,15.98,No Risk
54503,920031185.0,11,6,26,3,,topshop,19.5,No Risk
159137,698955014.0,23,3,31,8,,blizzard,14.99,No Risk
91669,518474507.0,11,6,28,5,,blackwell's,38.51,No Risk
178729,108563213.0,23,5,30,9,,mojangstudios,5.99,No Risk
104044,355733816.0,6,0,12,6,,amazon,75.09,Medium Risk
145920,887853850.0,17,0,14,8,,reebok,39.04,No Risk
103371,824916823.0,12,5,10,6,,fatface,6.64,No Risk
59721,151916463.0,23,4,31,3,,xbox,7.0,No Risk
224664,655730067.0,23,3,30,11,,squareonix,12.99,No Risk
227206,137822385.0,12,6,3,12,,sainsburylocal,31.69,No Risk
84642,520239952.0,19,2,10,5,,tesco,176.5,No Risk
18894,858989281.0,10,5,28,1,,theworks,23.97,No Risk
116991,195895574.0,23,4,30,6,,puregym,18.99,No Risk
137149,835829467.0,23,0,31,7,,grandunionbjj,100.0,No Risk
228954,245198540.0,11,2,6,12,,selfridges,124.84,No Risk
92408,659415300.0,9,1,30,5,,tesco,152.5,No Risk
48489,215311171.0,10,4,10,3,,sportsdirect,12.99,No Risk
131108,705848712.0,19,3,27,7,,cooplocal,16.59,No Risk
66578,995615876.0,8,1,11,4,,tesco,64.8,No Risk
172852,120634201.0,15,0,25,9,,topshop,280.7,No Risk
224473,575652395.0,23,3,30,11,,amazon,7.99,No Risk
164163,420109571.0,17,4,8,9,,fivesensesart,21.98,No Risk
10877,426466211.0,9,2,11,1,,gamestation,69.98,No Risk
17371,551755686.0,14,1,24,1,,tesco,114.19,No Risk
192629,679911053.0,0,6,22,10,,topshop,15.8,No Risk
108442,124125096.0,17,2,21,6,,tesco,132.97,No Risk
140952,450896297.0,7,5,5,8,,boots,1.09,No Risk
161868,345514953.0,8,0,4,9,,tesco,109.01,No Risk
103547,433917275.0,0,6,11,6,,fatface,14.52,No Risk
121813,703478110.0,4,5,8,7,,fatface,10.36,No Risk
141249,564214408.0,12,5,5,8,,tesco,36.92,No Risk
157366,541639148.0,23,3,31,8,,netflix,15.99,No Risk
146472,670102069.0,18,1,15,8,,justeat,26.17,No Risk
