Account No,total_transactions,total_payments,median_payment,mean_payment,business_interactions,user_interactions
503575533.0,12,41480.0,3750.0,3456.6666666666665,['Remedy plus care'],[500051919.0]
504055745.0,12,20544.0,1712.0,1712.0,['Westport Care Home'],[]
506618547.0,11,57222.0,5202.0,5202.0,['Halifax'],[]
508518911.0,11,10120.0,920.0,920.0,[],[373163757.0]
509627909.0,12,20100.0,1675.0,1675.0,['Tesco'],[]
510101371.0,11,30580.0,2780.0,2780.0,['Stitch By Stitch'],[]
511179916.0,11,25047.0,2277.0,2277.0,['LBG'],[]
512989907.0,4,1380.0,315.0,345.0,[],[652048867.0]
514362267.0,12,25320.0,2110.0,2110.0,[],[124125096.0]
516051449.0,13,21880.0,1675.0,1683.076923076923,['Tesco'],[352291960.0]
517190750.0,12,31777.199999999997,2648.1,2648.1,['Green Park Academy'],[]
517934629.0,2,4630.0,2315.0,2315.0,[],[851181128.0]
518378868.0,13,1570.0,120.0,120.76923076923077,[],[691012931.0]
518466565.0,12,17956.0,1596.0,1496.3333333333333,['Happy Days Home'],[688712152.0]
518474507.0,13,41419.0,3749.0,3186.076923076923,['LBG'],[435313070.0]
518746136.0,14,7130.0,460.0,509.2857142857143,[],[629078930.0]
519644021.0,12,24999.600000000002,2083.3,2083.3,['Rose & Crown'],[]
519649533.0,11,18425.0,1675.0,1675.0,['CeX'],[]
519933553.0,12,18510.0,1542.5,1542.5,['Craftastic'],[]
519935524.0,12,20100.0,1675.0,1675.0,['Craftastic'],[]
520239952.0,13,35425.0,3125.0,2725.0,['CPA'],[385685918.0]
520418719.0,12,32277.0,2917.0,2689.75,['LBG'],[165045150.0]
520447032.0,12,32328.0,2694.0,2694.0,['Fitted Stitch'],[]
521611005.0,12,18510.0,1542.5,1542.5,['Craftastic'],[]
522188082.0,12,33360.0,2780.0,2780.0,['Tesco'],[]
524425303.0,11,18425.0,1675.0,1675.0,['Hobbycraft'],[]
525524239.0,5,2690.0,410.0,538.0,[],[558875206.0]
527842638.0,11,18425.0,1675.0,1675.0,['Sainsbury'],[]
531186970.0,5,20780.0,4140.0,4156.0,[],[905860285.0]
532478725.0,12,21900.0,1825.0,1825.0,['Selfridges'],[]
532525712.0,1,2470.0,2470.0,2470.0,[],[675806859.0]
534097839.0,5,5180.0,700.0,1036.0,[],[391688371.0]
534204159.0,12,23870.0,2000.0,1989.1666666666667,['Matalan'],[994214354.0]
534325901.0,11,28600.0,2600.0,2600.0,['Boots'],[]
534583529.0,11,18425.0,1675.0,1675.0,['Hobbycraft'],[]
534908754.0,12,20472.0,1706.0,1706.0,['Westport Care Home'],[]
535744551.0,12,21000.0,1750.0,1750.0,['Starbucks'],[]
535804582.0,13,35230.0,2600.0,2710.0,['Lloyds Pharmacy'],[960208650.0]
536924114.0,11,20267.5,1842.5,1842.5,['Pets at Home'],[]
537487133.0,12,7080.0,590.0,590.0,[],[930271460.0]
538003940.0,13,15570.0,1250.0,1197.6923076923076,[],[147474476.0]
540159353.0,12,37498.68,3124.89,3124.89,['Pets Corner'],[]
541639148.0,11,17556.0,1596.0,1596.0,['Westport Care Home'],[]
544961962.0,10,19430.0,1943.0,1943.0,['Happy Days Home'],[]
546296727.0,16,10670.0,720.0,666.875,[],[486495235.0]
547010927.0,11,48125.0,4375.0,4375.0,['University College Hospital'],[]
548907062.0,17,14570.0,690.0,857.0588235294117,[],[865748375.0]
549414742.0,12,32328.0,2694.0,2694.0,['Selfridges'],[]
550169791.0,11,52569.0,4779.0,4779.0,['Remedy plus care'],[]
550644516.0,11,17821.1,1620.1,1620.1,['Costa Coffee'],[]
550832673.0,11,28611.0,2601.0,2601.0,['Boots'],[]
551196328.0,11,20075.0,1825.0,1825.0,['Matalan'],[]
551755686.0,12,18695.0,1685.0,1557.9166666666667,['CeX'],[646309526.0]
552980092.0,11,7370.0,670.0,670.0,[],[766692943.0]
553734946.0,11,21450.0,1950.0,1950.0,['Head'],[]
554792076.0,11,48125.0,4375.0,4375.0,['Remedy plus care'],[]
555393405.0,11,21373.0,1943.0,1943.0,['Happy Days Home'],[]
555804115.0,11,16967.5,1542.5,1542.5,['Hobbycraft'],[]
556631012.0,14,10420.0,830.0,744.2857142857143,[],[282102606.0]
556992209.0,10,33330.0,3333.0,3333.0,['Lloyds Pharmacy'],[]
558119802.0,11,64163.0,5833.0,5833.0,['LBG'],[]
558875206.0,12,34875.0,3125.0,2906.25,['CPA'],[525524239.0]
559995067.0,11,33965.25,3087.75,3087.75,['CPA'],[]
564214408.0,12,20100.0,1675.0,1675.0,['Rose & Crown'],[]
564744955.0,11,18425.0,1675.0,1675.0,['Sainsbury'],[]
565175333.0,13,20448.0,1694.0,1572.923076923077,['Westport Care Home'],[168414279.0]
567499591.0,12,18510.0,1542.5,1542.5,['Craftastic'],[]
570269025.0,12,24000.0,2000.0,2000.0,['Fitted Stitch'],[]
570323670.0,11,15730.0,1430.0,1430.0,[],[585133606.0]
570410059.0,12,20100.0,1675.0,1675.0,['A Yarn Story'],[]
570575024.0,11,18535.0,1685.0,1685.0,['Gamestation'],[]
572136270.0,11,19128.120000000003,1738.92,1738.9200000000003,['Green Park'],[]
572384506.0,23,35193.0,1390.0,1530.1304347826087,['Collector Cave'],[647936800.0]
574548998.0,11,27500.0,2500.0,2500.0,['CPA'],[]
575652395.0,13,21100.0,1610.0,1623.076923076923,[],[134461671.0]
576188756.0,2,3980.0,1990.0,1990.0,[],[585625048.0]
578131296.0,16,9470.0,710.0,591.875,[],[336557504.0]
581618317.0,11,16967.5,1542.5,1542.5,['Hobby Lobby'],[]
581655972.0,12,69996.0,5833.0,5833.0,['Premier Finance'],[]
583558311.0,15,10210.0,770.0,680.6666666666666,[],[673818591.0]
583579399.0,11,18425.0,1675.0,1675.0,['Stitch By Stitch'],[]
585133606.0,11,41250.0,3750.0,3750.0,['University College Hospital'],[]
585596026.0,14,35990.0,2500.0,2570.714285714286,['Premier Finance'],[287480331.0]
585625048.0,12,20100.0,1675.0,1675.0,['Craftastic'],[]
586041848.0,14,16330.0,1090.0,1166.4285714285713,[],[639549973.0]
586315521.0,12,35640.0,2970.0,2970.0,['Craftastic'],[]
587202562.0,14,33550.0,2780.0,2396.4285714285716,['Craftastic'],[261793952.0]
587225252.0,22,30800.0,1400.0,1400.0,['Matalan'],[425964226.0]
588565416.0,11,29634.0,2694.0,2694.0,['Matalan'],[]
592961759.0,12,21227.5,1842.5,1768.9583333333333,['Pets at Home'],[761272540.0]
593191200.0,21,14930.0,770.0,710.952380952381,[],[454129843.0]
593378953.0,12,37336.63,3333.33,3111.3858333333333,['Jollyes'],[985188462.0]
595800644.0,11,4290.0,390.0,390.0,[],[581618317.0]
596171893.0,13,11590.0,930.0,891.5384615384615,[],[713910252.0]
596328017.0,12,17855.0,1545.0,1487.9166666666667,['Vision Express'],[669503912.0]
596463612.0,11,14140.0,1400.0,1285.4545454545455,[],[427909748.0]
598793068.0,11,18425.0,1675.0,1675.0,['Hobby Lobby'],[]
600585971.0,12,5160.0,430.0,430.0,[],[499410772.0]
601627384.0,11,17556.0,1596.0,1596.0,['Happy Days Home'],[]
603375739.0,12,20100.0,1675.0,1675.0,['Craftastic'],[]
603721739.0,12,22110.0,1842.5,1842.5,['Brilliant Brushes'],[]
604288474.0,12,24999.600000000002,2083.3,2083.3,['The Crown'],[]
604334058.0,11,18205.0,1655.0,1655.0,['CeX'],[]
605116158.0,12,19441.199999999997,1620.1,1620.0999999999997,['Costa Coffee'],[]
605711527.0,13,9550.0,660.0,734.6153846153846,[],[442070890.0]
607629901.0,11,17875.0,1625.0,1625.0,['LBG'],[]
609939116.0,23,29932.0,1706.0,1301.391304347826,['Westport Care Home'],[627917561.0]
610450243.0,11,18425.0,1675.0,1675.0,['CeX'],[]
610645022.0,12,19728.0,1644.0,1644.0,['North Face'],[]
611143859.0,12,36576.0,3126.0,3048.0,['Remedy plus care'],[173335108.0]
613427466.0,11,18425.0,1675.0,1675.0,['Hobby Lobby'],[]
613729471.0,11,36663.0,3333.0,3333.0,['Lloyds Pharmacy'],[]
615144184.0,13,9170.0,730.0,705.3846153846154,[],[274818272.0]
616924659.0,12,33360.0,2780.0,2780.0,['North Face'],[]
618138606.0,11,30470.0,2770.0,2770.0,['Hobbycraft'],[]
618514666.0,11,41250.0,3750.0,3750.0,['Boots'],[]
621181115.0,11,6930.0,630.0,630.0,[],[555393405.0]
621652856.0,12,20100.0,1675.0,1675.0,['Kings Arms'],[]
623156843.0,11,32098.0,2918.0,2918.0,['University College Hospital'],[]
624500124.0,12,21900.0,1825.0,1825.0,['Fat Face'],[]
624563756.0,11,20031.0,1821.0,1821.0,['CPA'],[]
625281433.0,12,21828.0,1819.0,1819.0,['Westport Care Home'],[]
625658193.0,6,9320.0,920.0,1553.3333333333333,[],[888068521.0]
626989363.0,12,31777.199999999997,2648.1,2648.1,['Lavender Primary'],[]
627622066.0,12,36960.0,3080.0,3080.0,['Sunny Care Nursery'],[]
627723633.0,6,4750.0,650.0,791.6666666666666,[],[886837068.0]
627917561.0,12,30078.0,2708.0,2506.5,['CPA'],[609939116.0]
627936697.0,11,24904.0,2264.0,2264.0,['Vision Express'],[]
628470485.0,12,20100.0,1675.0,1675.0,['Selfridges'],[]
629078930.0,11,20163.0,1833.0,1833.0,['Halifax'],[]
630468201.0,12,19152.0,1596.0,1596.0,['Westport Care Home'],[]
630691258.0,12,22110.0,1842.5,1842.5,['Brilliant Brushes'],[]
631111289.0,11,18425.0,1675.0,1675.0,['Gamestation'],[]
632065391.0,6,4740.0,460.0,790.0,[],[544961962.0]
633345190.0,12,36960.0,3080.0,3080.0,['Sunny Care Nursery'],[]
637433131.0,12,20472.0,1706.0,1706.0,['Westport Care Home'],[]
637649383.0,12,19920.0,1810.0,1660.0,[],[887156614.0]
639409800.0,11,61886.0,5626.0,5626.0,['LBG'],[]
639420537.0,13,19285.0,1675.0,1483.4615384615386,['Matalan'],[980500334.0]
639549973.0,12,48805.0,4375.0,4067.0833333333335,['Remedy plus care'],[586041848.0]
641376155.0,12,7800.0,650.0,650.0,[],[499244466.0]
641764023.0,11,18425.0,1675.0,1675.0,['Sainsbury'],[]
642015139.0,15,7720.0,480.0,514.6666666666666,[],[342188343.0]
642924505.0,12,20100.0,1675.0,1675.0,['Fat Face'],[]
644751433.0,12,24000.0,2000.0,2000.0,['Selfridges'],[]
647472692.0,11,52569.0,4779.0,4779.0,['University College Hospital'],[]
647936800.0,14,42939.92,2841.66,3067.137142857143,['Green Park Academy'],[572384506.0]
648644594.0,10,20210.0,2021.0,2021.0,['Head'],[]
651372390.0,11,16967.5,1542.5,1542.5,['Hobbycraft'],[]
651756497.0,11,48125.0,4375.0,4375.0,['CPA'],[]
652048867.0,11,18425.0,1675.0,1675.0,['Sainsbury'],[]
653640811.0,12,34099.92,2841.66,2841.66,['Lavender Primary'],[]
653667523.0,22,23470.0,560.0,1066.8181818181818,['Collector Cave'],[939972497.0]
654329190.0,13,33596.0,2773.0,2584.3076923076924,['Barbiee Boutique'],[857997794.0]
655368335.0,12,19500.0,1625.0,1625.0,['The Crown'],[]
655730067.0,11,4290.0,390.0,390.0,[],[812839908.0]
656317661.0,11,16995.0,1545.0,1545.0,['Vision Express'],[]
656389634.0,1,3440.0,3440.0,3440.0,[],[449871732.0]
656781737.0,6,5500.0,790.0,916.6666666666666,[],[720742759.0]
656812046.0,11,25300.0,2300.0,2300.0,['Green Park Academy'],[]
657139925.0,11,38335.0,3485.0,3485.0,['Remedy plus care'],[]
657528784.0,18,8970.0,630.0,498.3333333333333,[],[971010829.0]
659415300.0,11,41250.0,3750.0,3750.0,['Remedy plus care'],[]
660561861.0,20,20390.0,1270.0,1019.5,[],[698955014.0]
660874296.0,12,36960.0,3080.0,3080.0,['Lavender Primary'],[]
661295096.0,12,20100.0,1675.0,1675.0,['The Crown'],[]
662610817.0,12,6240.0,520.0,520.0,[],[416074215.0]
663479159.0,13,26600.0,1750.0,2046.1538461538462,['Costa Coffee'],[802697323.0]
666952234.0,14,6850.0,500.0,489.2857142857143,[],[776431321.0]
667367404.0,11,34386.0,3126.0,3126.0,['Halifax'],[]
668175891.0,20,15550.0,1110.0,777.5,[],[833899961.0]
668329719.0,11,30580.0,2780.0,2780.0,['Sainsbury'],[]
668692488.0,11,27500.0,2500.0,2500.0,['CPA'],[]
669503912.0,11,2530.0,230.0,230.0,[],[596328017.0]
670102069.0,12,19445.0,1685.0,1620.4166666666667,['Collector Cave'],[444428189.0]
670427480.0,12,44227.0,3957.0,3685.5833333333335,['Halifax'],[223207876.0]
671824917.0,1,30.0,30.0,30.0,[],[477605170.0]
672913754.0,13,31090.0,2780.0,2391.5384615384614,['Sainsbury'],[235881534.0]
672994751.0,11,18425.0,1675.0,1675.0,['Sainsbury'],[]
673025413.0,13,37290.0,3300.0,2868.4615384615386,[],[990461108.0]
673818591.0,12,24000.0,2000.0,2000.0,['Selfridges'],[]
675231808.0,11,35618.0,3238.0,3238.0,['CPA'],[]
675398089.0,12,14925.599999999999,1243.8,1243.8,['A Cut Above'],[]
675806859.0,11,30580.0,2780.0,2780.0,['Sainsbury'],[]
678330503.0,23,26268.0,1584.0,1142.0869565217392,['Westport Care Home'],[355733816.0]
678726554.0,13,10580.0,860.0,813.8461538461538,[],[487051121.0]
678851253.0,11,25223.0,2293.0,2293.0,['Vision Express'],[]
679662108.0,12,53329.0,4779.0,4444.083333333333,['Remedy plus care'],[943329213.0]
679911053.0,12,20472.0,1706.0,1706.0,['Westport Care Home'],[]
679943657.0,11,32098.0,2918.0,2918.0,['University College Hospital'],[]
680773155.0,12,20472.0,1706.0,1706.0,['Westport Care Home'],[]
681955876.0,11,14740.0,1340.0,1340.0,[],[197050303.0]
683078800.0,10,31260.0,3126.0,3126.0,['LBG'],[]
683319988.0,11,25234.0,2294.0,2294.0,['Vision Express'],[]
684988568.0,12,20100.0,1675.0,1675.0,['Tesco'],[]
685959099.0,11,19106.120000000003,1736.92,1736.9200000000003,['Lavender Fields'],[]
687135796.0,11,52569.0,4779.0,4779.0,['University College Hospital'],[]
688328251.0,11,18832.0,1712.0,1712.0,['Happy Days Home'],[]
688712152.0,12,28500.0,2375.0,2375.0,['Selfridges'],[]
690523499.0,14,32717.0,2917.0,2336.9285714285716,['LBG'],[333054026.0]
690958123.0,11,38049.0,3459.0,3459.0,['LBG'],[]
691012931.0,12,19008.0,1584.0,1584.0,['Westport Care Home'],[]
691789577.0,15,25512.0,2021.0,1700.8,['A Cut Above'],[160166876.0]
695607232.0,12,7800.0,650.0,650.0,[],[915666111.0]
696333897.0,11,20267.5,1842.5,1842.5,['Jollyes'],[]
697140785.0,11,4620.0,420.0,420.0,[],[799453072.0]
698076160.0,12,20100.0,1675.0,1675.0,['North Face'],[]
698955014.0,12,37053.0,3087.75,3087.75,['Premier Finance'],[]
699139822.0,12,19152.0,1596.0,1596.0,['Westport Care Home'],[]
699313649.0,1,330.0,330.0,330.0,[],[820142214.0]
699997811.0,12,39182.0,3542.0,3265.1666666666665,['Halifax'],[186777560.0]
700138124.0,11,32098.0,2918.0,2918.0,['Remedy plus care'],[]
701070224.0,7,9340.0,1250.0,1334.2857142857142,[],[315078351.0]
703478110.0,12,32617.0,2917.0,2718.0833333333335,['Halifax'],[837876918.0]
703537476.0,16,16180.0,1250.0,1011.25,[],[854513972.0]
703588001.0,12,32658.0,2918.0,2721.5,['University College Hospital'],[923322792.0]
704517789.0,12,33360.0,2780.0,2780.0,['A Yarn Story'],[]
705848712.0,12,63513.600000000006,5292.8,5292.8,['Green Park Academy'],[]
706250160.0,11,38962.0,3542.0,3542.0,['Halifax'],[]
706301742.0,1,40.0,40.0,40.0,[],[300290430.0]
706361191.0,13,11920.0,940.0,916.9230769230769,[],[897714622.0]
709142813.0,12,4920.0,410.0,410.0,[],[855129444.0]
709151315.0,15,11720.0,890.0,781.3333333333334,[],[361955473.0]
709608057.0,12,24000.0,2000.0,2000.0,['Selfridges'],[]
709632525.0,11,24750.0,2250.0,2250.0,['Halifax'],[]
709935470.0,11,7370.0,670.0,670.0,[],[434554820.0]
711045550.0,19,32121.199999999997,1620.1,1690.5894736842104,['Costa Coffee'],[408057540.0]
711140907.0,12,4920.0,410.0,410.0,[],[256045540.0]
713057426.0,9,11020.0,1160.0,1224.4444444444443,[],[329840194.0]
713641917.0,12,15444.0,1287.0,1287.0,['Selfridges'],[]
713910252.0,15,38310.0,3080.0,2554.0,['Lavender Primary'],[596171893.0]
715068825.0,3,7430.0,2570.0,2476.6666666666665,[],[199016328.0]
718058208.0,12,18640.0,1500.0,1553.3333333333333,[],[361201224.0]
719586818.0,11,57222.0,5202.0,5202.0,['LBG'],[]
719742742.0,12,7800.0,650.0,650.0,[],[142791593.0]
720742759.0,12,20328.0,1694.0,1694.0,['Westport Care Home'],[]
721393911.0,2,450.0,225.0,225.0,[],[380228542.0]
722358036.0,16,24820.0,1675.0,1551.25,['A Yarn Story'],[128033695.0]
722971557.0,12,20100.0,1675.0,1675.0,['Craftastic'],[]
724537117.0,12,21828.0,1819.0,1819.0,['Westport Care Home'],[]
726913482.0,14,9430.0,740.0,673.5714285714286,[],[257633312.0]
727417797.0,9,13882.5,1542.5,1542.5,['Hobby Lobby'],[]
730002588.0,11,43527.0,3957.0,3957.0,['Halifax'],[]
734161378.0,13,20390.0,1695.0,1568.4615384615386,['Fat Face'],[549638257.0]
736310094.0,12,15444.0,1287.0,1287.0,['Fat Face'],[]
736340277.0,12,29664.0,2472.0,2472.0,['Lavender Primary'],[]
737537711.0,12,8280.0,690.0,690.0,[],[137822385.0]
737547541.0,12,19275.0,1675.0,1606.25,['Kings Arms'],[405945930.0]
738958551.0,11,25003.0,2273.0,2273.0,['Lloyds Pharmacy'],[]
741269136.0,16,38790.0,2300.0,2424.375,['Green Park Academy'],[146909202.0]
741903302.0,11,32098.0,2918.0,2918.0,['University College Hospital'],[]
742223719.0,12,19008.0,1584.0,1584.0,['Westport Care Home'],[]
743630833.0,15,22900.0,1675.0,1526.6666666666667,['A Yarn Story'],[603375739.0]
744398361.0,12,16080.0,1340.0,1340.0,[],[820686957.0]
744968736.0,12,19008.0,1584.0,1584.0,['Westport Care Home'],[]
749378808.0,12,22800.0,1900.0,1900.0,['Fat Face'],[]
750094757.0,11,18480.0,1680.0,1680.0,['Gamestation'],[]
752362502.0,11,48125.0,4375.0,4375.0,['CPA'],[]
754141345.0,14,23626.0,1943.0,1687.5714285714287,['Westport Care Home'],[412823730.0]
757115616.0,11,18645.0,1695.0,1695.0,['Matalan'],[]
758160963.0,11,30690.0,2790.0,2790.0,['Gamestation'],[]
758885184.0,12,27600.0,2300.0,2300.0,['Lavender Primary'],[]
760704118.0,12,24999.600000000002,2083.3,2083.3,['The Crown'],[]
760753808.0,11,20900.0,1900.0,1900.0,[],[638384983.0]
761272540.0,11,8140.0,740.0,740.0,[],[592961759.0]
762700245.0,12,20100.0,1675.0,1675.0,['Tesco'],[]
762785862.0,11,12870.0,1170.0,1170.0,[],[880546403.0]
762859681.0,4,8800.0,2005.0,2200.0,[],[506618547.0]
762896656.0,24,13720.0,720.0,571.6666666666666,[],[197865285.0]
764450279.0,11,34386.0,3126.0,3126.0,['Remedy plus care'],[]
766692943.0,11,18425.0,1675.0,1675.0,['Collector Cave'],[]
766812921.0,11,18425.0,1675.0,1675.0,['Stitch By Stitch'],[]
766941757.0,23,33185.0,1230.0,1442.8260869565217,['Stitch By Stitch'],[355940285.0]
767447966.0,12,20100.0,1675.0,1675.0,['Tesco'],[]
768271776.0,12,23400.0,1950.0,1950.0,['A Cut Above'],[]
769311479.0,12,30633.0,2783.0,2552.75,['Collector Cave'],[683319988.0]
769319491.0,7,17270.0,2380.0,2467.1428571428573,[],[651756497.0]
771125520.0,4,7490.0,1665.0,1872.5,[],[151968462.0]
773633520.0,13,6300.0,520.0,484.61538461538464,[],[338022396.0]
776108637.0,11,18634.0,1694.0,1694.0,['Happy Days Home'],[]
776431321.0,12,24000.0,2000.0,2000.0,['Fat Face'],[]
779236304.0,12,20435.0,1675.0,1702.9166666666667,['Hobbycraft'],[429556122.0]
779376323.0,12,20597.5,1842.5,1716.4583333333333,['Jollyes'],[478651121.0]
779620857.0,11,18425.0,1675.0,1675.0,['Sainsbury'],[]
779946617.0,11,48125.0,4375.0,4375.0,['University College Hospital'],[]
780463728.0,13,45219.0,3989.0,3478.3846153846152,['Halifax'],[235310449.0]
781554833.0,14,22130.0,1695.0,1580.7142857142858,['Selfridges'],[788740658.0]
782013626.0,12,30000.0,2500.0,2500.0,['Fitted Stitch'],[]
783650950.0,12,7800.0,650.0,650.0,[],[889916166.0]
785210466.0,12,21900.0,1825.0,1825.0,['Fitted Stitch'],[]
785749304.0,11,31570.0,2870.0,2870.0,['Pets at Home'],[]
786141370.0,12,23316.0,1943.0,1943.0,['Westport Care Home'],[]
788740658.0,11,18425.0,1675.0,1675.0,['Matalan'],[]
792845450.0,13,18590.0,1500.0,1430.0,[],[996042490.0]
793781222.0,12,21900.0,1825.0,1825.0,['Selfridges'],[]
795847804.0,11,38962.0,3542.0,3542.0,['CPA'],[]
796709231.0,11,20009.0,1819.0,1819.0,['Happy Days Home'],[]
797184978.0,11,7370.0,670.0,670.0,[],[473241864.0]
799286313.0,11,16170.0,1470.0,1470.0,[],[536924114.0]
799453072.0,12,18485.0,1675.0,1540.4166666666667,['Sainsbury'],[697140785.0]
799861885.0,12,9790.0,860.0,815.8333333333334,[],[130154096.0]
801500539.0,2,530.0,265.0,265.0,[],[713641917.0]
802697323.0,11,38962.0,3542.0,3542.0,['LBG'],[]
806358207.0,12,33600.0,2800.0,2800.0,['Selfridges'],[]
807098817.0,15,8890.0,680.0,592.6666666666666,[],[860360312.0]
807714284.0,11,16967.5,1542.5,1542.5,['Hobby Lobby'],[]
809499628.0,11,41250.0,3750.0,3750.0,['Lloyds Pharmacy'],[]
812012103.0,18,8900.0,620.0,494.44444444444446,[],[291580432.0]
812692024.0,12,22110.0,1842.5,1842.5,['Brilliant Brushes'],[]
812839908.0,11,16967.5,1542.5,1542.5,['Hobbycraft'],[]
815385232.0,11,32989.0,2999.0,2999.0,['Matalan'],[]
815993333.0,14,20750.0,1150.0,1482.142857142857,[],[992204045.0]
816685391.0,11,18425.0,1675.0,1675.0,['Tesco'],[]
817294757.0,14,20587.5,1842.5,1470.5357142857142,['Jollyes'],[254018059.0]
818552503.0,11,20267.5,1842.5,1842.5,['Pets at Home'],[]
819515373.0,12,24252.0,2021.0,2021.0,['A Cut Above'],[]
820686957.0,12,20100.0,1675.0,1675.0,['Rose & Crown'],[]
821971408.0,12,20100.0,1675.0,1675.0,['The Crown'],[]
822135975.0,12,37053.0,3087.75,3087.75,['Premier Finance'],[]
822250278.0,12,32328.0,2694.0,2694.0,['Fat Face'],[]
822718326.0,9,29997.0,3333.0,3333.0,['Boots'],[]
823208989.0,15,13970.0,940.0,931.3333333333334,[],[659415300.0]
824916823.0,11,32087.0,2917.0,2917.0,['Halifax'],[]
826597014.0,4,2140.0,250.0,535.0,[],[818552503.0]
828532554.0,12,19500.0,1625.0,1625.0,['The Crown'],[]
828750680.0,15,16450.0,1230.0,1096.6666666666667,[],[868377987.0]
829914501.0,14,21762.0,1706.0,1554.4285714285713,['Westport Care Home'],[656812046.0]
832564361.0,12,42504.0,3542.0,3542.0,['Premier Finance'],[]
833499132.0,13,30908.0,2708.0,2377.5384615384614,['Halifax'],[364357875.0]
833899961.0,12,33360.0,2780.0,2780.0,['A Yarn Story'],[]
834383043.0,12,24252.0,2021.0,2021.0,['A Cut Above'],[]
834581602.0,11,22462.0,2042.0,2042.0,['CPA'],[]
835736339.0,11,34373.79,3124.89,3124.89,['Jollyes'],[]
835829467.0,7,7520.0,1130.0,1074.2857142857142,[],[603721739.0]
836110591.0,12,27504.0,2292.0,2292.0,['Premier Finance'],[]
837876918.0,1,2420.0,2420.0,2420.0,[],[703478110.0]
838415080.0,13,12050.0,1000.0,926.9230769230769,[],[675398089.0]
838830098.0,11,14157.0,1287.0,1287.0,['Matalan'],[]
842682241.0,15,31610.0,2780.0,2107.3333333333335,['Hobby Lobby'],[242218612.0]
843174694.0,12,18286.0,1596.0,1523.8333333333333,['Happy Days Home'],[553859802.0]
843537309.0,11,16967.5,1542.5,1542.5,['Hobby Lobby'],[]
844206657.0,14,22250.0,1675.0,1589.2857142857142,['Fat Face'],[417850087.0]
844835978.0,12,31777.199999999997,2648.1,2648.1,['Green Park Academy'],[]
845648250.0,12,7000.0,600.0,583.3333333333334,[],[994947671.0]
846550094.0,11,25212.0,2292.0,2292.0,['Vision Express'],[]
849096144.0,12,19500.0,1625.0,1625.0,['Kings Arms'],[]
851181128.0,11,30470.0,2770.0,2770.0,['Craftastic'],[]
851649498.0,12,35988.0,2999.0,2999.0,['Fat Face'],[]
853907490.0,11,38335.0,3485.0,3485.0,['University College Hospital'],[]
854513972.0,14,35135.0,3125.0,2509.6428571428573,['CPA'],[703537476.0]
854895960.0,11,28622.0,2602.0,2602.0,['Boots'],[]
855129444.0,12,19441.199999999997,1620.1,1620.0999999999997,['Starbucks'],[]
856147482.0,11,8250.0,750.0,750.0,[],[354894456.0]
856461967.0,12,7440.0,620.0,620.0,[],[567499591.0]
856957948.0,11,22231.0,2021.0,2021.0,['Head'],[]
857455726.0,15,14400.0,1030.0,960.0,[],[133755851.0]
857754342.0,12,37053.0,3087.75,3087.75,['Premier Finance'],[]
857997794.0,12,13320.0,1110.0,1110.0,[],[654329190.0]
858560423.0,12,34440.0,2870.0,2870.0,['Brilliant Brushes'],[]
858989281.0,12,63513.600000000006,5292.8,5292.8,['Lavender Primary'],[]
859264768.0,11,16995.0,1545.0,1545.0,['Vision Express'],[]
859603181.0,12,29664.0,2472.0,2472.0,['Green Park Academy'],[]
860360312.0,12,22110.0,1842.5,1842.5,['Pets Corner'],[]
865748375.0,12,33276.0,2773.0,2773.0,['A Cut Above'],[]
866941383.0,11,36666.63,3333.33,3333.33,['Jollyes'],[]
867679563.0,12,19500.0,1625.0,1625.0,['The Crown'],[]
867987292.0,11,17424.0,1584.0,1584.0,['Happy Days Home'],[]
868014990.0,3,280.0,80.0,93.33333333333333,[],[152507984.0]
868377987.0,12,36960.0,3080.0,3080.0,['Lavender Primary'],[]
871200314.0,10,7420.0,775.0,742.0,[],[349614277.0]
871866387.0,9,15408.0,1712.0,1712.0,['Happy Days Home'],[]
872286364.0,12,20544.0,1712.0,1712.0,['Westport Care Home'],[]
873693307.0,11,43527.0,3957.0,3957.0,['LBG'],[]
873701090.0,12,18528.0,1544.0,1544.0,['A Cut Above'],[]
874431242.0,12,41379.0,3749.0,3448.25,['LBG'],[138609932.0]
874506295.0,13,4660.0,390.0,358.46153846153845,[],[519649533.0]
876890798.0,11,30580.0,2780.0,2780.0,['Hobby Lobby'],[]
878989510.0,12,29664.0,2472.0,2472.0,['Sunny Care Nursery'],[]
879091637.0,13,12890.0,1120.0,991.5384615384615,[],[179668921.0]
880546403.0,11,32082.6,2916.6,2916.6,['Jollyes'],[]
885259672.0,12,22110.0,1842.5,1842.5,['Cass Art'],[]
886837068.0,11,20163.0,1833.0,1833.0,['Halifax'],[]
886921642.0,12,24552.0,2046.0,2046.0,['Fitted Stitch'],[]
887156614.0,14,25424.0,2264.0,1816.0,['Vision Express'],[637649383.0]
887853850.0,12,34099.92,2841.66,2841.66,['Green Park Academy'],[]
889916166.0,12,19500.0,1625.0,1625.0,['Kings Arms'],[]
890567652.0,13,5110.0,420.0,393.0769230769231,[],[779620857.0]
890830949.0,17,14470.0,830.0,851.1764705882352,[],[866941383.0]
891513205.0,12,4680.0,390.0,390.0,[],[198051483.0]
891716230.0,15,40626.0,3238.0,2708.4,['Premier Finance'],[950234174.0]
